PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"25317937","Heartbeat evoked potentials during sleep and daytime behavior in children with sleep-disordered breathing","Immanuel SA, Pamula Y, Kohler M, Martin J, Kennedy D, Nalivaiko E, Saint DA, Baumert M.","Am J Respir Crit Care Med. 2014 Nov 15;190(10):1149-57. doi: 10.1164/rccm.201405-0920OC.","Immanuel SA","Am J Respir Crit Care Med","2014","2014/10/16","","","10.1164/rccm.201405-0920OC"
"23887813","The man who feels two hearts: the different pathways of interoception","Couto B, Salles A, Sedeño L, Peradejordi M, Barttfeld P, Canales-Johnson A, Dos Santos YV, Huepe D, Bekinschtein T, Sigman M, Favaloro R, Manes F, Ibanez A.","Soc Cogn Affect Neurosci. 2014 Sep;9(9):1253-60. doi: 10.1093/scan/nst108. Epub 2013 Jul 24.","Couto B","Soc Cogn Affect Neurosci","2014","2013/07/27","PMC4158360","","10.1093/scan/nst108"
"23850227","Cortisol rapidly affects amplitudes of heartbeat-evoked brain potentials--implications for the contribution of stress to an altered perception of physical sensations?","Schulz A, Strelzyk F, Ferreira de Sá DS, Naumann E, Vögele C, Schächinger H.","Psychoneuroendocrinology. 2013 Nov;38(11):2686-93. doi: 10.1016/j.psyneuen.2013.06.027. Epub 2013 Jul 11.","Schulz A","Psychoneuroendocrinology","2013","2013/07/16","","","10.1016/j.psyneuen.2013.06.027"
"23824262","Utilizing heartbeat evoked potentials to identify cardiac regulation of vagal afferents during emotion and resonant breathing","MacKinnon S, Gevirtz R, McCraty R, Brown M.","Appl Psychophysiol Biofeedback. 2013 Dec;38(4):241-55. doi: 10.1007/s10484-013-9226-5.","MacKinnon S","Appl Psychophysiol Biofeedback","2013","2013/07/05","","","10.1007/s10484-013-9226-5"
"23684883","Heart cycle-related effects on event-related potentials, spectral power changes, and connectivity patterns in the human ECoG","Kern M, Aertsen A, Schulze-Bonhage A, Ball T.","Neuroimage. 2013 Nov 1;81:178-190. doi: 10.1016/j.neuroimage.2013.05.042. Epub 2013 May 16.","Kern M","Neuroimage","2013","2013/05/21","","","10.1016/j.neuroimage.2013.05.042"
"23564460","Nicotinic acid adenine dinucleotide phosphate (NAADP)-mediated calcium signaling and arrhythmias in the heart evoked by β-adrenergic stimulation","Nebel M, Schwoerer AP, Warszta D, Siebrands CC, Limbrock AC, Swarbrick JM, Fliegert R, Weber K, Bruhn S, Hohenegger M, Geisler A, Herich L, Schlegel S, Carrier L, Eschenhagen T, Potter BV, Ehmke H, Guse AH.","J Biol Chem. 2013 May 31;288(22):16017-30. doi: 10.1074/jbc.M112.441246. Epub 2013 Apr 5.","Nebel M","J Biol Chem","2013","2013/04/09","PMC3668757","","10.1074/jbc.M112.441246"
"22541740","Heartbeat evoked potentials mirror altered body perception in depressed patients","Terhaar J, Viola FC, Bär KJ, Debener S.","Clin Neurophysiol. 2012 Oct;123(10):1950-7. doi: 10.1016/j.clinph.2012.02.086. Epub 2012 Apr 25.","Terhaar J","Clin Neurophysiol","2012","2012/05/01","","","10.1016/j.clinph.2012.02.086"
"21396887","Effect of pain perception on the heartbeat evoked potential","Shao S, Shen K, Wilder-Smith EP, Li X.","Clin Neurophysiol. 2011 Sep;122(9):1838-45. doi: 10.1016/j.clinph.2011.02.014. Epub 2011 Mar 10.","Shao S","Clin Neurophysiol","2011","2011/03/15","","","10.1016/j.clinph.2011.02.014"
"21055427","Association between interoception and empathy: evidence from heartbeat-evoked brain potential","Fukushima H, Terasawa Y, Umeda S.","Int J Psychophysiol. 2011 Feb;79(2):259-65. doi: 10.1016/j.ijpsycho.2010.10.015. Epub 2010 Nov 3.","Fukushima H","Int J Psychophysiol","2011","2010/11/09","","","10.1016/j.ijpsycho.2010.10.015"
"18064066","Effect of heartbeat perception on heartbeat evoked potential waves","Yuan H, Yan HM, Xu XG, Han F, Yan Q.","Neurosci Bull. 2007 Nov;23(6):357-62. doi: 10.1007/s12264-007-0053-7.","Yuan H","Neurosci Bull","2007","2007/12/08","PMC5550650","","10.1007/s12264-007-0053-7"
"17420478","A cortical potential reflecting cardiac function","Gray MA, Taggart P, Sutton PM, Groves D, Holdright DR, Bradbury D, Brull D, Critchley HD.","Proc Natl Acad Sci U S A. 2007 Apr 17;104(16):6818-23. doi: 10.1073/pnas.0609509104. Epub 2007 Apr 9.","Gray MA","Proc Natl Acad Sci U S A","2007","2007/04/11","PMC1871868","","10.1073/pnas.0609509104"
"15852466","Brain structures involved in interoceptive awareness and cardioafferent signal processing: a dipole source localization study","Pollatos O, Kirsch W, Schandry R.","Hum Brain Mapp. 2005 Sep;26(1):54-64. doi: 10.1002/hbm.20121.","Pollatos O","Hum Brain Mapp","2005","2005/04/27","PMC6871699","","10.1002/hbm.20121"
"15102134","Accuracy of heartbeat perception is reflected in the amplitude of the heartbeat-evoked brain potential","Pollatos O, Schandry R.","Psychophysiology. 2004 May;41(3):476-82. doi: 10.1111/1469-8986.2004.00170.x.","Pollatos O","Psychophysiology","2004","2004/04/23","","","10.1111/1469-8986.2004.00170.x"
"15025887","Electrophysiological evidence of intuition: part 1. The surprising role of the heart","McCraty R, Atkinson M, Bradley RT.","J Altern Complement Med. 2004 Feb;10(1):133-43. doi: 10.1089/107555304322849057.","McCraty R","J Altern Complement Med","2004","2004/03/18","","","10.1089/107555304322849057"
"12443920","Biogenic amines evoke heartbeat reversal in larvae of the sweet potato hornworm, Agrius convolvuli","Matsushita T, Kuwasawa K, Uchimura K, Ai H, Kurokawa M.","Comp Biochem Physiol A Mol Integr Physiol. 2002 Nov;133(3):625-36. doi: 10.1016/s1095-6433(02)00154-x.","Matsushita T","Comp Biochem Physiol A Mol Integr Physiol","2002","2002/11/22","","","10.1016/s1095-6433(02)00154-x"
"11593509","An animal and clinical study on the change of neuropeptide Y release evoked by electrical stimulation and myocardial ischemia","Cheng B, He Y, Xiang J, Guo L, Han Q.","Chin Med J (Engl). 1999 May;112(5):410-3.","Cheng B","Chin Med J (Engl)","1999","2001/10/12","","",""
"11275540","The heartbeat-evoked brain potential in patients suffering from diabetic neuropathy and in healthy control persons","Leopold C, Schandry R.","Clin Neurophysiol. 2001 Apr;112(4):674-82. doi: 10.1016/s1388-2457(01)00480-1.","Leopold C","Clin Neurophysiol","2001","2001/03/29","","","10.1016/s1388-2457(01)00480-1"
"10574450","The chronoinotropic effects of new regulatory input to the heart of land pulmonates","Zhuravlev V, Bugaj V, Safonova T, Senkov O, Kodirov S.","Acta Biol Hung. 1999;50(1-3):309-18.","Zhuravlev V","Acta Biol Hung","1999","1999/11/26","","",""
"8770371","Event-related brain potentials and the processing of cardiac activity","Schandry R, Montoya P.","Biol Psychol. 1996 Jan 5;42(1-2):75-85. doi: 10.1016/0301-0511(95)05147-3.","Schandry R","Biol Psychol","1996","1996/01/05","","","10.1016/0301-0511(95)05147-3"
"7684965","Heartbeat evoked potentials (HEP): topography and influence of cardiac awareness and focus of attention","Montoya P, Schandry R, Müller A.","Electroencephalogr Clin Neurophysiol. 1993 May-Jun;88(3):163-72. doi: 10.1016/0168-5597(93)90001-6.","Montoya P","Electroencephalogr Clin Neurophysiol","1993","1993/05/01","","","10.1016/0168-5597(93)90001-6"
"8448594","Effects of capsaicin and 5-HT3 antagonists on 5-hydroxytryptamine-evoked release of calcitonin gene-related peptide in the guinea-pig heart","Tramontana M, Giuliani S, Del Bianco E, Lecci A, Maggi CA, Evangelista S, Geppetti P.","Br J Pharmacol. 1993 Feb;108(2):431-5. doi: 10.1111/j.1476-5381.1993.tb12821.x.","Tramontana M","Br J Pharmacol","1993","1993/02/01","PMC1907963","","10.1111/j.1476-5381.1993.tb12821.x"
"1676949","Effects of Tityus serrulatus scorpion venom and one of its purified toxins (toxin gamma) on the isolated guinea-pig heart","Silveira NP, Moraes-Santos T, Azevedo AD, Freire-Maia L.","Comp Biochem Physiol C Comp Pharmacol Toxicol. 1991;98(2-3):329-36. doi: 10.1016/0742-8413(91)90213-d.","Silveira NP","Comp Biochem Physiol C Comp Pharmacol Toxicol","1991","1991/01/01","","","10.1016/0742-8413(91)90213-d"
"3736685","Ouabain enhances release of acetylcholine in the heart evoked by unilateral vagal stimulation","Feinauer M, Lindmar R, Löffelholz K, Ullrich B.","Naunyn Schmiedebergs Arch Pharmacol. 1986 May;333(1):7-12. doi: 10.1007/BF00569652.","Feinauer M","Naunyn Schmiedebergs Arch Pharmacol","1986","1986/05/01","","","10.1007/BF00569652"
"7078664","Nicotine receptors do not modulate the 3H-noradrenaline release from the isolated rat heart evoked by sympathetic nerve stimulation","Fuder H, Siebenborn R, Muscholl E.","Naunyn Schmiedebergs Arch Pharmacol. 1982 Mar;318(4):301-7. doi: 10.1007/BF00501169.","Fuder H","Naunyn Schmiedebergs Arch Pharmacol","1982","1982/03/01","","","10.1007/BF00501169"
"7168344","New theory of the development of myocardial infarction","Szentiványi M, Vértesi C, Paál A, Pénzes M, Leszkovszky GP, Balázs B, Kiss C.","Acta Physiol Acad Sci Hung. 1982;59(3):235-54.","Szentiványi M","Acta Physiol Acad Sci Hung","1982","1982/01/01","","",""
"6266849","Lack of modulation by presynaptic alpha 2-adrenoceptors of adrenergic transmitters release evoked by activation of 5-hydroxytryptamine and nicotine receptors","Carr SR, Fozard JR.","Eur J Pharmacol. 1981 Jun 10;72(1):27-34. doi: 10.1016/0014-2999(81)90293-4.","Carr SR","Eur J Pharmacol","1981","1981/06/10","","","10.1016/0014-2999(81)90293-4"
"732887","The effect of dopamine on the overflow of endogenous noradrenaline from the perfused rabbit heart evoked by sympathetic nerve stimulation","Fuder H, Muscholl E.","Naunyn Schmiedebergs Arch Pharmacol. 1978 Nov;305(2):109-15. doi: 10.1007/BF00508279.","Fuder H","Naunyn Schmiedebergs Arch Pharmacol","1978","1978/11/01","","","10.1007/BF00508279"
"14319400","THE PRESENCE OF ENDOGENOUS PYROGEN IN NORMAL RABBIT TISSUES","SNELL ES, ATKINS E.","J Exp Med. 1965 Jun 1;121(6):1019-38. doi: 10.1084/jem.121.6.1019.","SNELL ES","J Exp Med","1965","1965/06/01","PMC2138019","","10.1084/jem.121.6.1019"
