PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33926998","Responses to Heartbeats in Ventromedial Prefrontal Cortex Contribute to Subjective Preference-Based Decisions","Azzalini D, Buot A, Palminteri S, Tallon-Baudry C.","J Neurosci. 2021 Jun 9;41(23):5102-5114. doi: 10.1523/JNEUROSCI.1932-20.2021. Epub 2021 Apr 29.","Azzalini D","J Neurosci","2021","2021/04/30","PMC8197644","","10.1523/JNEUROSCI.1932-20.2021"
"33870427","Cortical monitoring of cardiac activity during rapid eye movement sleep: the heartbeat evoked potential in phasic and tonic rapid-eye-movement microstates","Simor P, Bogdány T, Bódizs R, Perakakis P.","Sleep. 2021 Sep 13;44(9):zsab100. doi: 10.1093/sleep/zsab100.","Simor P","Sleep","2021","2021/04/19","PMC8633618","","10.1093/sleep/zsab100"
"33837866","Acoustic radiation force impulse under clinical conditions with single infusion of ultrasound contrast agent evoking arrhythmias in rabbit heart","Rifu K, Sasanuma H, Takayama N, Nitta N, Ogata Y, Akiyama I, Taniguchi N.","J Med Ultrason (2001). 2021 Apr;48(2):137-144. doi: 10.1007/s10396-021-01085-3. Epub 2021 Apr 10.","Rifu K","J Med Ultrason (2001)","2021","2021/04/10","","","10.1007/s10396-021-01085-3"
"33827935","Interoception Primes Emotional Processing: Multimodal Evidence from Neurodegeneration","Salamone PC, Legaz A, Sedeño L, Moguilner S, Fraile-Vazquez M, Campo CG, Fittipaldi S, Yoris A, Miranda M, Birba A, Galiani A, Abrevaya S, Neely A, Caro MM, Alifano F, Villagra R, Anunziata F, Okada de Oliveira M, Pautassi RM, Slachevsky A, Serrano C, García AM, Ibañez A.","J Neurosci. 2021 May 12;41(19):4276-4292. doi: 10.1523/JNEUROSCI.2578-20.2021. Epub 2021 Apr 7.","Salamone PC","J Neurosci","2021","2021/04/08","PMC8143206","","10.1523/JNEUROSCI.2578-20.2021"
"33758019","Neural Responses to Heartbeats Detect Residual Signs of Consciousness during Resting State in Postcomatose Patients","Candia-Rivera D, Annen J, Gosseries O, Martial C, Thibaut A, Laureys S, Tallon-Baudry C.","J Neurosci. 2021 Jun 16;41(24):5251-5262. doi: 10.1523/JNEUROSCI.1740-20.2021. Epub 2021 Mar 23.","Candia-Rivera D","J Neurosci","2021","2021/03/24","PMC8211547","","10.1523/JNEUROSCI.1740-20.2021"
"33686522","The perspectives of mapping and monitoring of the sense of self in neurosurgical patients","Schaller K, Iannotti GR, Orepic P, Betka S, Haemmerli J, Boex C, Alcoba-Banqueri S, Garin DFA, Herbelin B, Park HD, Michel CM, Blanke O.","Acta Neurochir (Wien). 2021 May;163(5):1213-1226. doi: 10.1007/s00701-021-04778-3. Epub 2021 Mar 8.","Schaller K","Acta Neurochir (Wien)","2021","2021/03/09","PMC8053654","","10.1007/s00701-021-04778-3"
"33504952","Out-of-step: brain-heart desynchronization in anxiety disorders","Tumati S, Paulus MP, Northoff G.","Mol Psychiatry. 2021 Jun;26(6):1726-1737. doi: 10.1038/s41380-021-01029-w. Epub 2021 Jan 27.","Tumati S","Mol Psychiatry","2021","2021/01/28","","","10.1038/s41380-021-01029-w"
"33450331","Systematic review and meta-analysis of the relationship between the heartbeat-evoked potential and interoception","Coll MP, Hobson H, Bird G, Murphy J.","Neurosci Biobehav Rev. 2021 Mar;122:190-200. doi: 10.1016/j.neubiorev.2020.12.012. Epub 2021 Jan 13.","Coll MP","Neurosci Biobehav Rev","2021","2021/01/15","","","10.1016/j.neubiorev.2020.12.012"
"33450326","Time is body: Multimodal evidence of crosstalk between interoception and time estimation","Richter F, Ibáñez A.","Biol Psychol. 2021 Feb;159:108017. doi: 10.1016/j.biopsycho.2021.108017. Epub 2021 Jan 12.","Richter F","Biol Psychol","2021","2021/01/15","","","10.1016/j.biopsycho.2021.108017"
"33406407","Older adults show a higher heartbeat-evoked potential than young adults and a negative association with everyday metacognition","Kamp SM, Schulz A, Forester G, Domes G.","Brain Res. 2021 Feb 1;1752:147238. doi: 10.1016/j.brainres.2020.147238. Epub 2021 Jan 3.","Kamp SM","Brain Res","2021","2021/01/06","","","10.1016/j.brainres.2020.147238"
"33325575","Behavioral and neurophysiological signatures of interoceptive enhancements following vagus nerve stimulation","Richter F, García AM, Rodriguez Arriagada N, Yoris A, Birba A, Huepe D, Zimmer H, Ibáñez A, Sedeño L.","Hum Brain Mapp. 2021 Apr 1;42(5):1227-1242. doi: 10.1002/hbm.25288. Epub 2020 Dec 16.","Richter F","Hum Brain Mapp","2021","2020/12/16","PMC7927286","","10.1002/hbm.25288"
"33101689","Altered interoception in patients with borderline personality disorder: a study using heartbeat-evoked potentials","Flasbeck V, Popkirov S, Ebert A, Brüne M.","Borderline Personal Disord Emot Dysregul. 2020 Oct 22;7:24. doi: 10.1186/s40479-020-00139-1. eCollection 2020.","Flasbeck V","Borderline Personal Disord Emot Dysregul","2020","2020/10/26","PMC7579937","","10.1186/s40479-020-00139-1"
"33018049","Methodological Considerations on EEG Electrical Reference: A Functional Brain-Heart Interplay Study","Candia-Rivera D, Catrambone V, Valenza G.","Annu Int Conf IEEE Eng Med Biol Soc. 2020 Jul;2020:553-556. doi: 10.1109/EMBC44109.2020.9175226.","Candia-Rivera D","Annu Int Conf IEEE Eng Med Biol Soc","2020","2020/10/06","","","10.1109/EMBC44109.2020.9175226"
"32965070","Heart-brain interactions during social and cognitive stress in hypertensive disease: A multidimensional approach","Legaz A, Yoris A, Sedeño L, Abrevaya S, Martorell M, Alifano F, García AM, Ibañez A.","Eur J Neurosci. 2022 May;55(9-10):2836-2850. doi: 10.1111/ejn.14979. Epub 2020 Dec 17.","Legaz A","Eur J Neurosci","2022","2020/09/23","PMC8231407","NIHMS1708615","10.1111/ejn.14979"
"32954340","Dynamic neurocognitive changes in interoception after heart transplant","Salamone PC, Sedeño L, Legaz A, Bekinschtein T, Martorell M, Adolfi F, Fraile-Vazquez M, Rodríguez Arriagada N, Favaloro L, Peradejordi M, Absi DO, García AM, Favaloro R, Ibáñez A.","Brain Commun. 2020 Jul 8;2(2):fcaa095. doi: 10.1093/braincomms/fcaa095. eCollection 2020.","Salamone PC","Brain Commun","2020","2020/09/21","PMC7472900","","10.1093/braincomms/fcaa095"
"32866840","Distinctive body perception mechanisms in high versus low symptom reporters: A neurophysiological model for medically-unexplained symptoms","Schulz A, Rost S, Flasinski T, Dierolf AM, Lutz APC, Münch EE, Mertens VC, Witthöft M, Vögele C.","J Psychosom Res. 2020 Aug 22;137:110223. doi: 10.1016/j.jpsychores.2020.110223. Online ahead of print.","Schulz A","J Psychosom Res","2020","2020/09/01","","","10.1016/j.jpsychores.2020.110223"
"32846163","Symptoms of depersonalisation/derealisation disorder as measured by brain electrical activity: A systematic review","Salami A, Andreu-Perez J, Gillmeister H.","Neurosci Biobehav Rev. 2020 Nov;118:524-537. doi: 10.1016/j.neubiorev.2020.08.011. Epub 2020 Aug 23.","Salami A","Neurosci Biobehav Rev","2020","2020/08/27","","","10.1016/j.neubiorev.2020.08.011"
"32792994","Alterations of Heartbeat Evoked Magnetic Fields Induced by Sounds of Disgust","Kato Y, Takei Y, Umeda S, Mimura M, Fukuda M.","Front Psychiatry. 2020 Jul 22;11:683. doi: 10.3389/fpsyt.2020.00683. eCollection 2020.","Kato Y","Front Psychiatry","2020","2020/08/15","PMC7387694","","10.3389/fpsyt.2020.00683"
"32438047","Behavioral and neurophysiological evidence for altered interoceptive bodily processing in chronic pain","Solcà M, Park HD, Bernasconi F, Blanke O.","Neuroimage. 2020 Aug 15;217:116902. doi: 10.1016/j.neuroimage.2020.116902. Epub 2020 May 11.","Solcà M","Neuroimage","2020","2020/05/22","","","10.1016/j.neuroimage.2020.116902"
"32341167","Heart-brain interactions shape somatosensory perception and evoked potentials","Al E, Iliopoulos F, Forschack N, Nierhaus T, Grund M, Motyka P, Gaebler M, Nikulin VV, Villringer A.","Proc Natl Acad Sci U S A. 2020 May 12;117(19):10575-10584. doi: 10.1073/pnas.1915629117. Epub 2020 Apr 27.","Al E","Proc Natl Acad Sci U S A","2020","2020/04/29","PMC7229654","","10.1073/pnas.1915629117"
"32101777","A multidimensional and multi-feature framework for cardiac interoception","Fittipaldi S, Abrevaya S, Fuente A, Pascariello GO, Hesse E, Birba A, Salamone P, Hildebrandt M, Martí SA, Pautassi RM, Huepe D, Martorell MM, Yoris A, Roca M, García AM, Sedeño L, Ibáñez A.","Neuroimage. 2020 May 15;212:116677. doi: 10.1016/j.neuroimage.2020.116677. Epub 2020 Feb 23.","Fittipaldi S","Neuroimage","2020","2020/02/27","PMC7165068","NIHMS1570062","10.1016/j.neuroimage.2020.116677"
"31846808","Heart and brain: Cortical representation of cardiac signals is disturbed in borderline personality disorder, but unaffected by oxytocin administration","Schmitz M, Müller LE, Schulz A, Kleindienst N, Herpertz SC, Bertsch K.","J Affect Disord. 2020 Mar 1;264:24-28. doi: 10.1016/j.jad.2019.11.139. Epub 2019 Nov 30.","Schmitz M","J Affect Disord","2020","2019/12/18","","","10.1016/j.jad.2019.11.139"
"31543837","Altered Interoceptive Processing in Generalized Anxiety Disorder-A Heartbeat-Evoked Potential Research","Pang J, Tang X, Li H, Hu Q, Cui H, Zhang L, Li W, Zhu Z, Wang J, Li C.","Front Psychiatry. 2019 Sep 5;10:616. doi: 10.3389/fpsyt.2019.00616. eCollection 2019.","Pang J","Front Psychiatry","2019","2019/09/24","PMC6739601","","10.3389/fpsyt.2019.00616"
"31362956","Heartbeat Induces a Cortical Theta-Synchronized Network in the Resting State","Kim J, Jeong B.","eNeuro. 2019 Aug 8;6(4):ENEURO.0200-19.2019. doi: 10.1523/ENEURO.0200-19.2019. Print 2019 Jul/Aug.","Kim J","eNeuro","2019","2019/08/01","PMC6709221","","10.1523/ENEURO.0200-19.2019"
"31323488","Enhanced cortical processing of cardio-afferent signals in anorexia nervosa","Lutz APC, Schulz A, Voderholzer U, Koch S, van Dyck Z, Vögele C.","Clin Neurophysiol. 2019 Sep;130(9):1620-1627. doi: 10.1016/j.clinph.2019.06.009. Epub 2019 Jul 2.","Lutz APC","Clin Neurophysiol","2019","2019/07/20","","","10.1016/j.clinph.2019.06.009"
"31259589","Interoceptive cardiac expectations to emotional stimuli predict visual perception","Marshall AC, Gentsch A, Schütz-Bosbach S.","Emotion. 2020 Oct;20(7):1113-1126. doi: 10.1037/emo0000631. Epub 2019 Jul 1.","Marshall AC","Emotion","2020","2019/07/02","","","10.1037/emo0000631"
"31153913","Affective and temporal orientation of thoughts: Electrophysiological evidence","Ito Y, Shibata M, Tanaka Y, Terasawa Y, Umeda S.","Brain Res. 2019 Sep 15;1719:148-156. doi: 10.1016/j.brainres.2019.05.041. Epub 2019 May 30.","Ito Y","Brain Res","2019","2019/06/03","","","10.1016/j.brainres.2019.05.041"
"31051293","Heartbeat-evoked cortical responses: Underlying mechanisms, functional roles, and methodological considerations","Park HD, Blanke O.","Neuroimage. 2019 Aug 15;197:502-511. doi: 10.1016/j.neuroimage.2019.04.081. Epub 2019 Apr 30.","Park HD","Neuroimage","2019","2019/05/04","","","10.1016/j.neuroimage.2019.04.081"
"31044844","IR-camera-based measurements of 2D/3D cognitive fatigue in 2D/3D display system using task-evoked pupillary response","Park S, Mun S, Lee DW, Whang M.","Appl Opt. 2019 May 1;58(13):3467-3480. doi: 10.1364/AO.58.003467.","Park S","Appl Opt","2019","2019/05/03","","","10.1364/AO.58.003467"
"30867552","Multimodal neurocognitive markers of interoceptive tuning in smoked cocaine","de la Fuente A, Sedeño L, Vignaga SS, Ellmann C, Sonzogni S, Belluscio L, García-Cordero I, Castagnaro E, Boano M, Cetkovich M, Torralva T, Cánepa ET, Tagliazucchi E, Garcia AM, Ibañez A.","Neuropsychopharmacology. 2019 Jul;44(8):1425-1434. doi: 10.1038/s41386-019-0370-3. Epub 2019 Mar 13.","de la Fuente A","Neuropsychopharmacology","2019","2019/03/15","PMC6784987","","10.1038/s41386-019-0370-3"
"30826212","Coupling Inner and Outer Body for Self-Consciousness","Park HD, Blanke O.","Trends Cogn Sci. 2019 May;23(5):377-388. doi: 10.1016/j.tics.2019.02.002. Epub 2019 Feb 27.","Park HD","Trends Cogn Sci","2019","2019/03/04","","","10.1016/j.tics.2019.02.002"
"30776528","I feel what I do: Relating interoceptive processes and reward-related behavior","Marshall AC, Gentsch A, Blum AL, Broering C, Schütz-Bosbach S.","Neuroimage. 2019 May 1;191:315-324. doi: 10.1016/j.neuroimage.2019.02.032. Epub 2019 Feb 16.","Marshall AC","Neuroimage","2019","2019/02/19","","","10.1016/j.neuroimage.2019.02.032"
"30739843","Increased heartbeat-evoked potential during REM sleep in nightmare disorder","Perogamvros L, Park HD, Bayer L, Perrault AA, Blanke O, Schwartz S.","Neuroimage Clin. 2019;22:101701. doi: 10.1016/j.nicl.2019.101701. Epub 2019 Jan 29.","Perogamvros L","Neuroimage Clin","2019","2019/02/12","PMC6370851","","10.1016/j.nicl.2019.101701"
"30738205","Neural responses to heartbeats distinguish self from other during imagination","Babo-Rebelo M, Buot A, Tallon-Baudry C.","Neuroimage. 2019 May 1;191:10-20. doi: 10.1016/j.neuroimage.2019.02.012. Epub 2019 Feb 7.","Babo-Rebelo M","Neuroimage","2019","2019/02/10","PMC6503945","","10.1016/j.neuroimage.2019.02.012"
"30674995","Sad faces increase the heartbeat-associated interoceptive information flow within the salience network: a MEG study","Kim J, Park HD, Kim KW, Shin DW, Lim S, Kwon H, Kim MY, Kim K, Jeong B.","Sci Rep. 2019 Jan 23;9(1):430. doi: 10.1038/s41598-018-36498-7.","Kim J","Sci Rep","2019","2019/01/25","PMC6344475","","10.1038/s41598-018-36498-7"
"30472370","Focus of attention modulates the heartbeat evoked potential","Petzschner FH, Weber LA, Wellstein KV, Paolini G, Do CT, Stephan KE.","Neuroimage. 2019 Feb 1;186:595-606. doi: 10.1016/j.neuroimage.2018.11.037. Epub 2018 Nov 22.","Petzschner FH","Neuroimage","2019","2018/11/26","","","10.1016/j.neuroimage.2018.11.037"
"30290212","The relationship between social anxiety and heartbeat evoked potential amplitude","Judah MR, Shurkova EY, Hager NM, White EJ, Taylor DL, Grant DM.","Biol Psychol. 2018 Nov;139:1-7. doi: 10.1016/j.biopsycho.2018.09.013. Epub 2018 Oct 2.","Judah MR","Biol Psychol","2018","2018/10/06","","","10.1016/j.biopsycho.2018.09.013"
"30159945","Affective interoceptive inference: Evidence from heart-beat evoked brain potentials","Gentsch A, Sel A, Marshall AC, Schütz-Bosbach S.","Hum Brain Mapp. 2019 Jan;40(1):20-33. doi: 10.1002/hbm.24352. Epub 2018 Aug 30.","Gentsch A","Hum Brain Mapp","2019","2018/08/31","PMC6865546","","10.1002/hbm.24352"
"30076770","Altered neural signatures of interoception in multiple sclerosis","Salamone PC, Esteves S, Sinay VJ, García-Cordero I, Abrevaya S, Couto B, Adolfi F, Martorell M, Petroni A, Yoris A, Torquati K, Alifano F, Legaz A, Cassará FP, Bruno D, Kemp AH, Herrera E, García AM, Ibáñez A, Sedeño L.","Hum Brain Mapp. 2018 Dec;39(12):4743-4754. doi: 10.1002/hbm.24319. Epub 2018 Aug 4.","Salamone PC","Hum Brain Mapp","2018","2018/08/05","PMC6866398","","10.1002/hbm.24319"
"29944962","Interoception is associated with heartbeat-evoked brain potentials (HEPs) in adolescents","Mai S, Wong CK, Georgiou E, Pollatos O.","Biol Psychol. 2018 Sep;137:24-33. doi: 10.1016/j.biopsycho.2018.06.007. Epub 2018 Jun 23.","Mai S","Biol Psychol","2018","2018/06/27","","","10.1016/j.biopsycho.2018.06.007"
"29868834","Cardiac interoceptive learning is modulated by emotional valence perceived from facial expressions","Marshall AC, Gentsch A, Schröder L, Schütz-Bosbach S.","Soc Cogn Affect Neurosci. 2018 Sep 4;13(7):677-686. doi: 10.1093/scan/nsy042.","Marshall AC","Soc Cogn Affect Neurosci","2018","2018/06/06","PMC6121145","","10.1093/scan/nsy042"
"29447999","Late heartbeat-evoked potentials are associated with survival after cardiac arrest","Schulz A, Stammet P, Dierolf AM, Vögele C, Beyenburg S, Werer C, Devaux Y.","Resuscitation. 2018 May;126:7-13. doi: 10.1016/j.resuscitation.2018.02.009. Epub 2018 Feb 12.","Schulz A","Resuscitation","2018","2018/02/16","","","10.1016/j.resuscitation.2018.02.009"
"29271093","Multilevel convergence of interoceptive impairments in hypertension: New evidence of disrupted body-brain interactions","Yoris A, Abrevaya S, Esteves S, Salamone P, Lori N, Martorell M, Legaz A, Alifano F, Petroni A, Sánchez R, Sedeño L, García AM, Ibáñez A.","Hum Brain Mapp. 2018 Apr;39(4):1563-1581. doi: 10.1002/hbm.23933. Epub 2017 Dec 21.","Yoris A","Hum Brain Mapp","2018","2017/12/23","PMC6866355","","10.1002/hbm.23933"
"29184095","Exteroceptive expectations modulate interoceptive processing: repetition-suppression effects for visual and heartbeat evoked potentials","Marshall AC, Gentsch A, Jelinčić V, Schütz-Bosbach S.","Sci Rep. 2017 Nov 28;7(1):16525. doi: 10.1038/s41598-017-16595-9.","Marshall AC","Sci Rep","2017","2017/11/30","PMC5705640","","10.1038/s41598-017-16595-9"
"29025323","Cardiovascular Autonomic Responses in the VCD Rat Model of Menopause: Effects of Short- and Long-Term Ovarian Failure","Huber DA, Bazilio D, Lorenzon F, Sehnem S, Pacheco L, Anselmo-Franci JA, Lima FB.","Reprod Sci. 2018 Jul;25(7):1093-1105. doi: 10.1177/1933719117734318. Epub 2017 Oct 12.","Huber DA","Reprod Sci","2018","2017/10/14","","","10.1177/1933719117734318"
"28784203","Neurobehavioral evidence of interoceptive sensitivity in early infancy","Maister L, Tang T, Tsakiris M.","Elife. 2017 Aug 8;6:e25318. doi: 10.7554/eLife.25318.","Maister L","Elife","2017","2017/08/09","PMC5548485","","10.7554/eLife.25318"
"28778551","Brain responses and self-reported indices of interoception: Heartbeat evoked potentials are inversely associated with worrying about body sensations","Baranauskas M, Grabauskaitė A, Griškova-Bulanova I.","Physiol Behav. 2017 Oct 15;180:1-7. doi: 10.1016/j.physbeh.2017.07.032. Epub 2017 Aug 1.","Baranauskas M","Physiol Behav","2017","2017/08/06","","","10.1016/j.physbeh.2017.07.032"
"28769749","Attention, in and Out: Scalp-Level and Intracranial EEG Correlates of Interoception and Exteroception","García-Cordero I, Esteves S, Mikulan EP, Hesse E, Baglivo FH, Silva W, García MDC, Vaucheret E, Ciraolo C, García HS, Adolfi F, Pietto M, Herrera E, Legaz A, Manes F, García AM, Sigman M, Bekinschtein TA, Ibáñez A, Sedeño L.","Front Neurosci. 2017 Jul 19;11:411. doi: 10.3389/fnins.2017.00411. eCollection 2017.","García-Cordero I","Front Neurosci","2017","2017/08/04","PMC5515904","","10.3389/fnins.2017.00411"
"28651745","The neural monitoring of visceral inputs, rather than attention, accounts for first-person perspective in conscious vision","Tallon-Baudry C, Campana F, Park HD, Babo-Rebelo M.","Cortex. 2018 May;102:139-149. doi: 10.1016/j.cortex.2017.05.019. Epub 2017 Jun 3.","Tallon-Baudry C","Cortex","2018","2017/06/28","","","10.1016/j.cortex.2017.05.019"
"28591822","Neural Sources and Underlying Mechanisms of Neural Responses to Heartbeats, and their Role in Bodily Self-consciousness: An Intracranial EEG Study","Park HD, Bernasconi F, Salomon R, Tallon-Baudry C, Spinelli L, Seeck M, Schaller K, Blanke O.","Cereb Cortex. 2018 Jul 1;28(7):2351-2364. doi: 10.1093/cercor/bhx136.","Park HD","Cereb Cortex","2018","2017/06/08","","","10.1093/cercor/bhx136"
"28560781","Attending to the heart is associated with posterior alpha band increase and a reduction in sensitivity to concurrent visual stimuli","Villena-González M, Moënne-Loccoz C, Lagos RA, Alliende LM, Billeke P, Aboitiz F, López V, Cosmelli D.","Psychophysiology. 2017 Oct;54(10):1483-1497. doi: 10.1111/psyp.12894. Epub 2017 May 31.","Villena-González M","Psychophysiology","2017","2017/06/01","","","10.1111/psyp.12894"
"28374658","The inner world of overactive monitoring: neural markers of interoception in obsessive-compulsive disorder","Yoris A, García AM, Traiber L, Santamaría-García H, Martorell M, Alifano F, Kichic R, Moser JS, Cetkovich M, Manes F, Ibáñez A, Sedeño L.","Psychol Med. 2017 Aug;47(11):1957-1970. doi: 10.1017/S0033291717000368. Epub 2017 Apr 4.","Yoris A","Psychol Med","2017","2017/04/05","","","10.1017/S0033291717000368"
"28080973","Changes in interoceptive processes following brain stimulation","Pollatos O, Herbert BM, Mai S, Kammer T.","Philos Trans R Soc Lond B Biol Sci. 2016 Nov 19;371(1708):20160016. doi: 10.1098/rstb.2016.0016. Epub 2016 Oct 10.","Pollatos O","Philos Trans R Soc Lond B Biol Sci","2016","2017/01/13","PMC5062104","","10.1098/rstb.2016.0016"
"28080965","Feeling, learning from and being aware of inner states: interoceptive dimensions in neurodegeneration and stroke","García-Cordero I, Sedeño L, de la Fuente L, Slachevsky A, Forno G, Klein F, Lillo P, Ferrari J, Rodriguez C, Bustin J, Torralva T, Baez S, Yoris A, Esteves S, Melloni M, Salamone P, Huepe D, Manes F, García AM, Ibañez A.","Philos Trans R Soc Lond B Biol Sci. 2016 Nov 19;371(1708):20160006. doi: 10.1098/rstb.2016.0006. Epub 2016 Oct 10.","García-Cordero I","Philos Trans R Soc Lond B Biol Sci","2016","2017/01/13","PMC5062096","","10.1098/rstb.2016.0006"
"28080963","Is the cardiac monitoring function related to the self in both the default network and right anterior insula?","Babo-Rebelo M, Wolpert N, Adam C, Hasboun D, Tallon-Baudry C.","Philos Trans R Soc Lond B Biol Sci. 2016 Nov 19;371(1708):20160004. doi: 10.1098/rstb.2016.0004. Epub 2016 Oct 10.","Babo-Rebelo M","Philos Trans R Soc Lond B Biol Sci","2016","2017/01/13","PMC5062094","","10.1098/rstb.2016.0004"
"27634787","I Keep a Close Watch on This Heart of Mine: Increased Interoception in Insomnia","Wei Y, Ramautar JR, Colombo MA, Stoffers D, Gómez-Herrero G, van der Meijden WP, Te Lindert BH, van der Werf YD, Van Someren EJ.","Sleep. 2016 Dec 1;39(12):2113-2124. doi: 10.5665/sleep.6308.","Wei Y","Sleep","2016","2016/09/17","PMC5103799","","10.5665/sleep.6308"
"27511016","Transient Modulations of Neural Responses to Heartbeats Covary with Bodily Self-Consciousness","Park HD, Bernasconi F, Bello-Ruiz J, Pfeiffer C, Salomon R, Blanke O.","J Neurosci. 2016 Aug 10;36(32):8453-60. doi: 10.1523/JNEUROSCI.0311-16.2016.","Park HD","J Neurosci","2016","2016/08/12","PMC6601861","","10.1523/JNEUROSCI.0311-16.2016"
"27466329","Neural Responses to Heartbeats in the Default Network Encode the Self in Spontaneous Thoughts","Babo-Rebelo M, Richter CG, Tallon-Baudry C.","J Neurosci. 2016 Jul 27;36(30):7829-40. doi: 10.1523/JNEUROSCI.0262-16.2016.","Babo-Rebelo M","J Neurosci","2016","2016/07/29","PMC4961773","","10.1523/JNEUROSCI.0262-16.2016"
"27078753","Cardiac modulation of startle is altered in depersonalization-/derealization disorder: Evidence for impaired brainstem representation of baro-afferent neural traffic","Schulz A, Matthey JH, Vögele C, Schaan V, Schächinger H, Adler J, Beutel ME, Michal M.","Psychiatry Res. 2016 Jun 30;240:4-10. doi: 10.1016/j.psychres.2016.03.051. Epub 2016 Apr 4.","Schulz A","Psychiatry Res","2016","2016/04/15","","","10.1016/j.psychres.2016.03.051"
"26818511","Microsaccades Are Coupled to Heartbeat","Ohl S, Wohltat C, Kliegl R, Pollatos O, Engbert R.","J Neurosci. 2016 Jan 27;36(4):1237-41. doi: 10.1523/JNEUROSCI.2211-15.2016.","Ohl S","J Neurosci","2016","2016/01/29","PMC6604821","","10.1523/JNEUROSCI.2211-15.2016"
"28334126","Heartfelt Self: Cardio-Visual Integration Affects Self-Face Recognition and Interoceptive Cortical Processing","Sel A, Azevedo RT, Tsakiris M.","Cereb Cortex. 2017 Nov 1;27(11):5144-5155. doi: 10.1093/cercor/bhw296.","Sel A","Cereb Cortex","2017","2017/03/24","","","10.1093/cercor/bhw296"
"26503014","Aroused with heart: Modulation of heartbeat evoked potential by arousal induction and its oscillatory correlates","Luft CD, Bhattacharya J.","Sci Rep. 2015 Oct 27;5:15717. doi: 10.1038/srep15717.","Luft CD","Sci Rep","2015","2015/10/28","PMC4621540","","10.1038/srep15717"
"26376409","Cortical Representation of Afferent Bodily Signals in Borderline Personality Disorder: Neural Correlates and Relationship to Emotional Dysregulation","Müller LE, Schulz A, Andermann M, Gäbel A, Gescher DM, Spohn A, Herpertz SC, Bertsch K.","JAMA Psychiatry. 2015 Nov;72(11):1077-86. doi: 10.1001/jamapsychiatry.2015.1252.","Müller LE","JAMA Psychiatry","2015","2015/09/17","","","10.1001/jamapsychiatry.2015.1252"
"26268858","Heartbeat-related EEG amplitude and phase modulations from wakefulness to deep sleep: Interactions with sleep spindles and slow oscillations","Lechinger J, Heib DP, Gruber W, Schabus M, Klimesch W.","Psychophysiology. 2015 Nov;52(11):1441-50. doi: 10.1111/psyp.12508. Epub 2015 Aug 13.","Lechinger J","Psychophysiology","2015","2015/08/14","","","10.1111/psyp.12508"
"26188392","Heart evoked potential triggers brain responses to natural affective scenes: A preliminary study","Couto B, Adolfi F, Velasquez M, Mesow M, Feinstein J, Canales-Johnson A, Mikulan E, Martínez-Pernía D, Bekinschtein T, Sigman M, Manes F, Ibanez A.","Auton Neurosci. 2015 Dec;193:132-7. doi: 10.1016/j.autneu.2015.06.006. Epub 2015 Jul 3.","Couto B","Auton Neurosci","2015","2015/07/20","","","10.1016/j.autneu.2015.06.006"
"25984819","Altered patterns of heartbeat-evoked potentials in depersonalization/derealization disorder: neurophysiological evidence for impaired cortical representation of bodily signals","Schulz A, Köster S, Beutel ME, Schächinger H, Vögele C, Rost S, Rauh M, Michal M.","Psychosom Med. 2015 Jun;77(5):506-16. doi: 10.1097/PSY.0000000000000195.","Schulz A","Psychosom Med","2015","2015/05/19","","","10.1097/PSY.0000000000000195"
"25912598","Effect of respiration on heartbeat-evoked potentials during sleep in children with sleep-disordered breathing","Baumert M, Pamula Y, Kohler M, Martin J, Kennedy D, Nalivaiko E, Immanuel SA.","Sleep Med. 2015 May;16(5):665-7. doi: 10.1016/j.sleep.2015.02.528. Epub 2015 Mar 9.","Baumert M","Sleep Med","2015","2015/04/28","","","10.1016/j.sleep.2015.02.528"
"25911524","Evaluation of 3D cognitive fatigue using heart-brain synchronization","Park S, Won MJ, Lee EC, Mun S, Park MC, Whang M.","Int J Psychophysiol. 2015 Aug;97(2):120-30. doi: 10.1016/j.ijpsycho.2015.04.006. Epub 2015 Apr 21.","Park S","Int J Psychophysiol","2015","2015/04/26","","","10.1016/j.ijpsycho.2015.04.006"
"25899708","Auditory Feedback Differentially Modulates Behavioral and Neural Markers of Objective and Subjective Performance When Tapping to Your Heartbeat","Canales-Johnson A, Silva C, Huepe D, Rivera-Rei Á, Noreika V, Garcia Mdel C, Silva W, Ciraolo C, Vaucheret E, Sedeño L, Couto B, Kargieman L, Baglivo F, Sigman M, Chennu S, Ibáñez A, Rodríguez E, Bekinschtein TA.","Cereb Cortex. 2015 Nov;25(11):4490-503. doi: 10.1093/cercor/bhv076. Epub 2015 Apr 21.","Canales-Johnson A","Cereb Cortex","2015","2015/04/23","PMC4816795","","10.1093/cercor/bhv076"
"25431244","Short-term food deprivation increases amplitudes of heartbeat-evoked potentials","Schulz A, Ferreira de Sá DS, Dierolf AM, Lutz A, van Dyck Z, Vögele C, Schächinger H.","Psychophysiology. 2015 May;52(5):695-703. doi: 10.1111/psyp.12388. Epub 2014 Nov 28.","Schulz A","Psychophysiology","2015","2014/11/29","","","10.1111/psyp.12388"
