"PMID","DOI","include","comment","title","authors","citation","year","preregistration","topic","patients","age_range","new_data","sample_size","setting","modality","meeg_num_electrodes","meg_num_grad","meg_num_mag","meeg_sfreq_orig","meeg_sfreq_final","meeg_layout","eeg_locations","length_min","ecg_num_electrodes","ecg_lead","ecg_locations","ecg_ground","ecg_sfreq_orig","ecg_sfreq_final","ecg_high_pass","ecg_low_pass","ecg_event_approach","ecg_event_method","ecg_event_toolbox","reference_online","reference_offline","high_pass","low_pass","ICA","ica_on_epochs","rejected_components","rejected_cardiac_ics","cfa_rej_approach","cfa_rej_criteria","other_cfa_removal_strategy","other_cleaning_strategy","hep_eeg_channels_selected","hep_meg_channels_selected","groups","conditions","trials","hep_window_type","hep_relative_to","hep_start","hep_end","baseline_start_ms","baseline_end_ms","hypothesis","value","averaging_channels","averaging_time","statistics","clustering","permutations","significant_test","significant_eeg_channels","significant_relative_to","significant_start_ms","significant_end_ms","controls","trial_estimation"
27573986,"10.1007/s10484-016-9343-z",0,"Not Related to HER","Electrophysiological and Behavioral Outcomes of Berard Auditory Integration Training (AIT) in Children with Autism Spectrum Disorder","Sokhadze EM, Casanova MF, Tasman A, Brockett S.","Appl Psychophysiol Biofeedback. 2016 Dec;41(4):405-420. doi: 10.1007/s10484-016-9343-z.",2016,,"",,"",,,,"",,"","","","","","","","","","","","","","","","","","","","","","",,,"","","","","","","","",,,"","","","","","","","","",,,"",,"","","","","","","",""
27511016,"10.1523/JNEUROSCI.0311-16.2016",1,"Consider","Transient Modulations of Neural Responses to Heartbeats Covary with Bodily Self-Consciousness","Park HD, Bernasconi F, Bello-Ruiz J, Pfeiffer C, Salomon R, Blanke O.","J Neurosci. 2016 Aug 10;36(32):8453-60. doi: 10.1523/JNEUROSCI.0311-16.2016.",2016,0,"Cognitive processes/Self-reflection, Perception/Interoception/Cardiac, Perception/Exteroception/Somatosensory/Full-body illusion",0,"25.5+-0.8",1,16,0,"EEG",64,"na","na","2048","256","standard61","Fp1, Fp2, F7, F3, Fz, F4, F8, T7, C3, Cz, C4, T8, P7, P3, Pz, P4, P8, O1, O2, Fpz, FC5, FC1, FC2, FC6, CP5, CP1, CP2, CP6, Oz, AF7, AF3, AFz, AF4, AF8, F5, F1, F2, F6, FT7, FC3, FCz, FC4, FT8, C5, C1, C2, C6, TP7, CP3, CPz, CP4, TP8, P9, P5, P1, P2, P6, P10, PO7, PO3, POz, PO4, PO8, Iz",,"2","Lead II","Right shoulder, Left abdomen","unknown","unknown","256","1","40","Semi-automatic","Template matching","unknown","CMS","Common average","1","40",1,0,"Blinks, Eye movements","","","","","Manual removal of artifacts","All","na",1,2,"667+-28","Primary","R-peak","0","600","unknown","unknown","Group/Condition Differences","Amplitude",0,0,"t-test",1,"1000","1","Fpz, AFz, AF4, F1, Fz, F2, F4, FC3, FC1, FCz, FC2, C3, C1, Cz","R-peak","250","305","ECG, RR, HRV, Respiration, Surrogate heartbeats",""
27511016,"10.1523/JNEUROSCI.0311-16.2016",,"","Transient Modulations of Neural Responses to Heartbeats Covary with Bodily Self-Consciousness","Park HD, Bernasconi F, Bello-Ruiz J, Pfeiffer C, Salomon R, Blanke O.","J Neurosci. 2016 Aug 10;36(32):8453-60. doi: 10.1523/JNEUROSCI.0311-16.2016.",2016,0,"Cognitive processes/Self-reflection, Perception/Interoception/Cardiac, Perception/Exteroception/Somatosensory/Full-body illusion",0,"25.5+-0.8",1,16,0,"EEG",64,"na","na","2048","256","standard61","Fp1, Fp2, F7, F3, Fz, F4, F8, T7, C3, Cz, C4, T8, P7, P3, Pz, P4, P8, O1, O2, Fpz, FC5, FC1, FC2, FC6, CP5, CP1, CP2, CP6, Oz, AF7, AF3, AFz, AF4, AF8, F5, F1, F2, F6, FT7, FC3, FCz, FC4, FT8, C5, C1, C2, C6, TP7, CP3, CPz, CP4, TP8, P9, P5, P1, P2, P6, P10, PO7, PO3, POz, PO4, PO8, Iz",,"2","Lead II","Right shoulder, Left abdomen","unknown","unknown","256","1","40","Semi-automatic","Template matching","unknown","CMS","Common average","1","40",1,0,"Blinks, Eye movements","","","","","Manual removal of artifacts","Fpz, AFz, AF4, F1, Fz, F2, F4, FC3, FC1, FCz, FC2, C3, C1, Cz","na",1,2,"667+-28","Secondary","R-peak","250","305","unknown","unknown","Group/Condition Differences","Amplitude",1,1,"ANOVA",0,"","0","","","","","",""
27511016,"10.1523/JNEUROSCI.0311-16.2016",,"","Transient Modulations of Neural Responses to Heartbeats Covary with Bodily Self-Consciousness","Park HD, Bernasconi F, Bello-Ruiz J, Pfeiffer C, Salomon R, Blanke O.","J Neurosci. 2016 Aug 10;36(32):8453-60. doi: 10.1523/JNEUROSCI.0311-16.2016.",2016,0,"Cognitive processes/Self-reflection, Perception/Interoception/Cardiac, Perception/Exteroception/Somatosensory/Full-body illusion",0,"25.5+-0.8",1,16,0,"EEG",64,"na","na","2048","256","standard61","Fp1, Fp2, F7, F3, Fz, F4, F8, T7, C3, Cz, C4, T8, P7, P3, Pz, P4, P8, O1, O2, Fpz, FC5, FC1, FC2, FC6, CP5, CP1, CP2, CP6, Oz, AF7, AF3, AFz, AF4, AF8, F5, F1, F2, F6, FT7, FC3, FCz, FC4, FT8, C5, C1, C2, C6, TP7, CP3, CPz, CP4, TP8, P9, P5, P1, P2, P6, P10, PO7, PO3, POz, PO4, PO8, Iz",,"2","Lead II","Right shoulder, Left abdomen","unknown","unknown","256","1","40","Semi-automatic","Template matching","unknown","CMS","Common average","1","40",1,0,"Blinks, Eye movements","","","","","Manual removal of artifacts","Fpz, AFz, AF4, F1, Fz, F2, F4, FC3, FC1, FCz, FC2, C3, C1, Cz","na",1,1,"667+-28","Secondary","R-peak","250","305","unknown","unknown","Correlation","Amplitude",1,1,"Correlation",0,"1000","1","","","","","",""
27466329,"10.1523/JNEUROSCI.0262-16.2016",1,"Consider","Neural Responses to Heartbeats in the Default Network Encode the Self in Spontaneous Thoughts","Babo-Rebelo M, Richter CG, Tallon-Baudry C.","J Neurosci. 2016 Jul 27;36(30):7829-40. doi: 10.1523/JNEUROSCI.0262-16.2016.",2016,0,"Cognitive processes/Thoughts, Cognitive processes/Self-reflection",0,"24.1+-0.6",1,16,0,"MEG",306,"204","102","1000","unknown","Elekta","na",,"7","Multiple leads (Lead II)","Right clavicle, Left abdomen, Sternum, Right shoulder, Left shoulder, Left clavicle","unknown","unknown","unknown","unknown","unknown","Semi-automatic","Template matching","unknown","na","na","0.5","25",1,1,"Muscle, Blinks, Eye movements, CFA","0-2","Automatic","Phase consistency","","Manual removal of artifacts","na","Magnetometers",1,2,"80","Primary","T-peak","80","350","unknown","unknown","Group/Condition Differences","Amplitude",0,0,"t-test",1,"10000","1","na","T-peak","298","327","Surrogate heartbeats, Respiration",""
27466329,"10.1523/JNEUROSCI.0262-16.2016",,"","Neural Responses to Heartbeats in the Default Network Encode the Self in Spontaneous Thoughts","Babo-Rebelo M, Richter CG, Tallon-Baudry C.","J Neurosci. 2016 Jul 27;36(30):7829-40. doi: 10.1523/JNEUROSCI.0262-16.2016.",2016,0,"Cognitive processes/Thoughts, Cognitive processes/Self-reflection",0,"24.1+-0.6",1,16,0,"MEG",306,"204","102","1000","unknown","Elekta","na",,"7","Multiple leads (Lead II)","Right clavicle, Left abdomen, Sternum, Right shoulder, Left shoulder, Left clavicle","unknown","unknown","unknown","unknown","unknown","Semi-automatic","Template matching","unknown","na","na","0.5","25",1,1,"Muscle, Blinks, Eye movements, CFA","0-2","Automatic","Phase consistency","","Manual removal of artifacts","na","Magnetometers",1,2,"80","Primary","T-peak","80","350","unknown","unknown","Group/Condition Differences","Amplitude",0,0,"t-test",1,"10000","1","na","T-peak","94","169","Surrogate heartbeats, Respiration",""
27466329,"10.1523/JNEUROSCI.0262-16.2016",,"","Neural Responses to Heartbeats in the Default Network Encode the Self in Spontaneous Thoughts","Babo-Rebelo M, Richter CG, Tallon-Baudry C.","J Neurosci. 2016 Jul 27;36(30):7829-40. doi: 10.1523/JNEUROSCI.0262-16.2016.",2016,0,"Cognitive processes/Thoughts, Cognitive processes/Self-reflection",0,"24.1+-0.6",1,16,0,"MEG",306,"204","102","1000","unknown","Elekta","na",,"7","Multiple leads (Lead II)","Right clavicle, Left abdomen, Sternum, Right shoulder, Left shoulder, Left clavicle","unknown","unknown","unknown","unknown","unknown","Semi-automatic","Template matching","unknown","na","na","0.5","25",1,1,"Muscle, Blinks, Eye movements, CFA","0-2","Automatic","Phase consistency","","Manual removal of artifacts","na","Magnetometers",1,2,"80","Secondary","T-peak","298","327","unknown","unknown","Correlation","Amplitude",1,1,"Regression",0,"","0","","","","","Surrogate heartbeats, Respiration",""
27466329,"10.1523/JNEUROSCI.0262-16.2016",,"","Neural Responses to Heartbeats in the Default Network Encode the Self in Spontaneous Thoughts","Babo-Rebelo M, Richter CG, Tallon-Baudry C.","J Neurosci. 2016 Jul 27;36(30):7829-40. doi: 10.1523/JNEUROSCI.0262-16.2016.",2016,0,"Cognitive processes/Thoughts, Cognitive processes/Self-reflection",0,"24.1+-0.6",1,16,0,"MEG",306,"204","102","1000","unknown","Elekta","na",,"7","Multiple leads (Lead II)","Right clavicle, Left abdomen, Sternum, Right shoulder, Left shoulder, Left clavicle","unknown","unknown","unknown","unknown","unknown","Semi-automatic","Template matching","unknown","na","na","0.5","25",1,1,"Muscle, Blinks, Eye movements, CFA","0-2","Automatic","Phase consistency","","Manual removal of artifacts","na","Magnetometers",1,2,"80","Secondary","T-peak","94","169","unknown","unknown","Correlation","Amplitude",1,1,"Regression",0,"","0","","","","","Surrogate heartbeats, Respiration",""
27445083,"10.1038/srep29671",0,"Not Related to HER","The occurrence of individual slow waves in sleep is predicted by heart rate","Mensen A, Zhang Z, Qi M, Khatami R.","Sci Rep. 2016 Jul 22;6:29671. doi: 10.1038/srep29671.",2016,,"",,"",,,,"",,"","","","","","","","","","","","","","","","","","","","","","",,,"","","","","","","","",,,"","","","","","","","","",,,"",,"","","","","","","",""
27404234,"10.1016/j.cub.2016.05.024",0,"Not Related to HER","What makes medical students better listeners?","De Meo R, Matusz PJ, Knebel JF, Murray MM, Thompson WR, Clarke S.","Curr Biol. 2016 Jul 11;26(13):R519-R520. doi: 10.1016/j.cub.2016.05.024.",2016,,"",,"",,,,"",,"","","","","","","","","","","","","","","","","","","","","","",,,"","","","","","","","",,,"","","","","","","","","",,,"",,"","","","","","","",""
27217109,"10.1093/scan/nsw071",0,"Not Related to HER","Performance monitoring during a minimal group manipulation","Pfabigan DM, Holzner MT, Lamm C.","Soc Cogn Affect Neurosci. 2016 Oct;11(10):1560-8. doi: 10.1093/scan/nsw071. Epub 2016 May 20.",2016,,"",,"",,,,"",,"","","","","","","","","","","","","","","","","","","","","","",,,"","","","","","","","",,,"","","","","","","","","",,,"",,"","","","","","","",""
27194564,"10.1007/s11682-016-9557-y",0,"Not Related to HER","Neural response patterns in spider, blood-injection-injury and social fearful individuals: new insights from a simultaneous EEG/ECG-fMRI study","Michałowski JM, Matuszewski J, Droździel D, Koziejowski W, Rynkiewicz A, Jednoróg K, Marchewka A.","Brain Imaging Behav. 2017 Jun;11(3):829-845. doi: 10.1007/s11682-016-9557-y.",2017,,"",,"",,,,"",,"","","","","","","","","","","","","","","","","","","","","","",,,"","","","","","","","",,,"","","","","","","","","",,,"",,"","","","","","","",""
27171616,"10.1080/13803395.2016.1176995",0,"Not Related to HER","Electrophysiological approaches to noise sensitivity","Shepherd D, Hautus MJ, Lee SY, Mulgrew J.","J Clin Exp Neuropsychol. 2016 Oct;38(8):900-12. doi: 10.1080/13803395.2016.1176995. Epub 2016 May 12.",2016,,"",,"",,,,"",,"","","","","","","","","","","","","","","","","","","","","","",,,"","","","","","","","",,,"","","","","","","","","",,,"",,"","","","","","","",""
27165337,"10.3758/s13415-016-0435-2",0,"Not Related to HER","Thumbs up or thumbs down? Effects of neuroticism and depressive symptoms on psychophysiological responses to social evaluation in healthy students","van der Veen FM, van der Molen MJ, van der Molen MW, Franken IH.","Cogn Affect Behav Neurosci. 2016 Oct;16(5):836-47. doi: 10.3758/s13415-016-0435-2.",2016,,"",,"",,,,"",,"","","","","","","","","","","","","","","","","","","","","","",,,"","","","","","","","",,,"","","","","","","","","",,,"",,"","","","","","","",""
27159263,"10.1111/psyp.12670",0,"Not Related to HER","Effects of interstimulus intervals on behavioral, heart rate, and event-related potential indices of infant engagement and sustained attention","Xie W, Richards JE.","Psychophysiology. 2016 Aug;53(8):1128-42. doi: 10.1111/psyp.12670. Epub 2016 May 9.",2016,,"",,"",,,,"",,"","","","","","","","","","","","","","","","","","","","","","",,,"","","","","","","","",,,"","","","","","","","","",,,"",,"","","","","","","",""
27078753,"10.1016/j.psychres.2016.03.051",0,"Not Related to HER","Cardiac modulation of startle is altered in depersonalization-/derealization disorder: Evidence for impaired brainstem representation of baro-afferent neural traffic","Schulz A, Matthey JH, Vögele C, Schaan V, Schächinger H, Adler J, Beutel ME, Michal M.","Psychiatry Res. 2016 Jun 30;240:4-10. doi: 10.1016/j.psychres.2016.03.051. Epub 2016 Apr 4.",2016,,"",,"",,,,"",,"","","","","","","","","","","","","","","","","","","","","","",,,"","","","","","","","",,,"","","","","","","","","",,,"",,"","","","","","","",""
27039705,"10.1016/j.neuroimage.2016.03.065",0,"Not Related to HER","Physiological processes non-linearly affect electrophysiological recordings during transcranial electric stimulation","Noury N, Hipp JF, Siegel M.","Neuroimage. 2016 Oct 15;140:99-109. doi: 10.1016/j.neuroimage.2016.03.065. Epub 2016 Apr 1.",2016,,"",,"",,,,"",,"","","","","","","","","","","","","","","","","","","","","","",,,"","","","","","","","",,,"","","","","","","","","",,,"",,"","","","","","","",""
26956658,"10.1016/j.beth.2015.12.002",0,"Not Related to HER","Electrocortical Evidence of Enhanced Performance Monitoring in Social Anxiety","Judah MR, Grant DM, Frosio KE, White EJ, Taylor DL, Mills AC.","Behav Ther. 2016 Mar;47(2):274-85. doi: 10.1016/j.beth.2015.12.002. Epub 2015 Dec 29.",2016,,"",,"",,,,"",,"","","","","","","","","","","","","","","","","","","","","","",,,"","","","","","","","",,,"","","","","","","","","",,,"",,"","","","","","","",""
26883623,"",0,"Not Related to HER","Time-dependent and independent neurophysiological indicators of prognosis in post-anoxic coma subjects treated by therapeutic hypothermia","Carrai R, Grippo A, Scarpino M, Spalletti M, Cossu C, Lanzo G, Peris A, Cianchi G, Batacchi S, Valente S, Gensini G, Amantini A.","Minerva Anestesiol. 2016 Sep;82(9):940-9. Epub 2016 Feb 16.",2016,,"",,"",,,,"",,"","","","","","","","","","","","","","","","","","","","","","",,,"","","","","","","","",,,"","","","","","","","","",,,"",,"","","","","","","",""
26856907,"10.5665/sleep.5770",0,"Not Related to HER","K-Complexes: Interaction between the Central and Autonomic Nervous Systems during Sleep","de Zambotti M, Willoughby AR, Franzen PL, Clark DB, Baker FC, Colrain IM.","Sleep. 2016 May 1;39(5):1129-37. doi: 10.5665/sleep.5770.",2016,,"",,"",,,,"",,"","","","","","","","","","","","","","","","","","","","","","",,,"","","","","","","","",,,"","","","","","","","","",,,"",,"","","","","","","",""
26818511,"10.1523/JNEUROSCI.2211-15.2016",0,"Not Related to HER","Microsaccades Are Coupled to Heartbeat","Ohl S, Wohltat C, Kliegl R, Pollatos O, Engbert R.","J Neurosci. 2016 Jan 27;36(4):1237-41. doi: 10.1523/JNEUROSCI.2211-15.2016.",2016,,"",,"",,,,"",,"","","","","","","","","","","","","","","","","","","","","","",,,"","","","","","","","",,,"","","","","","","","","",,,"",,"","","","","","","",""
26749161,"10.1002/mrm.26073",0,"Not Related to HER","Effect of temporal resolution and serial autocorrelations in event-related functional MRI","Sahib AK, Mathiak K, Erb M, Elshahabi A, Klamer S, Scheffler K, Focke NK, Ethofer T.","Magn Reson Med. 2016 Dec;76(6):1805-1813. doi: 10.1002/mrm.26073. Epub 2016 Jan 9.",2016,,"",,"",,,,"",,"","","","","","","","","","","","","","","","","","","","","","",,,"","","","","","","","",,,"","","","","","","","","",,,"",,"","","","","","","",""
26738634,"10.1016/j.biopsycho.2015.12.005",0,"Not Related to HER","Joint effects of sensory feedback and interoceptive awareness on conscious error detection: Evidence from event related brain potentials","Godefroid E, Pourtois G, Wiersema JR.","Biol Psychol. 2016 Feb;114:49-60. doi: 10.1016/j.biopsycho.2015.12.005. Epub 2015 Dec 29.",2016,,"",,"",,,,"",,"","","","","","","","","","","","","","","","","","","","","","",,,"","","","","","","","",,,"","","","","","","","","",,,"",,"","","","","","","",""
26724251,"10.1016/j.ijpsycho.2015.12.008",0,"Not Related to HER","Heart rate and P300: Integrating peripheral and central indices of cognitive processing","Guerra PM, Sánchez-Adam A, Miccoli L, Polich J, Vila J.","Int J Psychophysiol. 2016 Feb;100:1-11. doi: 10.1016/j.ijpsycho.2015.12.008. Epub 2015 Dec 23.",2016,,"",,"",,,,"",,"","","","","","","","","","","","","","","","","","","","","","",,,"","","","","","","","",,,"","","","","","","","","",,,"",,"","","","","","","",""
26503014,"10.1038/srep15717",1,"Consider","Aroused with heart: Modulation of heartbeat evoked potential by arousal induction and its oscillatory correlates","Luft CD, Bhattacharya J.","Sci Rep. 2015 Oct 27;5:15717. doi: 10.1038/srep15717.",2015,0,"Manipulation/Emotion induction, Affective processes/Arousal",0,"21-32",1,16,0,"EEG",64,"na","na","512","unknown","standard61","Fp1, Fp2, F7, F3, Fz, F4, F8, T7, C3, Cz, C4, T8, P7, P3, Pz, P4, P8, O1, O2, Fpz, FC5, FC1, FC2, FC6, CP5, CP1, CP2, CP6, Oz, AF7, AF3, AFz, AF4, AF8, F5, F1, F2, F6, FT7, FC3, FCz, FC4, FT8, C5, C1, C2, C6, TP7, CP3, CPz, CP4, TP8, P9, P5, P1, P2, P6, P10, PO7, PO3, POz, PO4, PO8, Iz","20","2","Lead II","unknown","unknown","512","unknown","unknown","unknown","Semi-automatic","Afonso1999","none","Linked earlobes","Laplacian reference","0.5","15",1,0,"Blinks, CFA","1-2","Manual","Time course, Topography","CSD","Manual removal of artifacts","All","na",1,2,"[est604]","Primary","R-peak","-200","1000","unknown","unknown","Group/Condition Differences","Amplitude",0,0,"t-test",1,"500","1","P6, P8","R-peak","380","460","ECG, RR, SDRR, RMSSD, PNN50, LF, HF, LF/HF","est number of trials = 302 seconds per epoch * 2 epochs per condition (HA or LA) * 1 beat per second"
26485310,"10.1002/hbm.23033",0,"Not Related to HER","Cortical localization of phase and amplitude dynamics predicting access to somatosensory awareness","Hirvonen J, Palva S.","Hum Brain Mapp. 2016 Jan;37(1):311-26. doi: 10.1002/hbm.23033. Epub 2015 Oct 20.",2016,,"",,"",,,,"",,"","","","","","","","","","","","","","","","","","","","","","",,,"","","","","","","","",,,"","","","","","","","","",,,"",,"","","","","","","",""
26376409,"10.1001/jamapsychiatry.2015.1252",1,"Consider","Cortical Representation of Afferent Bodily Signals in Borderline Personality Disorder: Neural Correlates and Relationship to Emotional Dysregulation","Müller LE, Schulz A, Andermann M, Gäbel A, Gescher DM, Spohn A, Herpertz SC, Bertsch K.","JAMA Psychiatry. 2015 Nov;72(11):1077-86. doi: 10.1001/jamapsychiatry.2015.1252.",2015,0,"Patients/Psychiatric/Borderline personality disorder",1,"27.7+-6.8, 30.2+-6.8, 27.9+-6.7",1,82,1,"EEG",60,"na","na","1000","250","easycap-M10","layout","5","2","Lead II","Right wrist, Left leg","unknown","1000","unknown","unknown","unknown","unknown","unknown","unknown","Common average","Common average","0.1","35",0,,"","","","","","Gratton-Coles blink detection, noisy epochs","All","na",2,1,"unknown","Primary","R-peak","455","595","unknown","unknown","Group/Condition Differences","Amplitude",1,1,"ANOVA",0,"","1","","","","","Age, sex, HR, BMI, Affective disorders, Anxiety",""
26376409,"10.1001/jamapsychiatry.2015.1252",,"","Cortical Representation of Afferent Bodily Signals in Borderline Personality Disorder: Neural Correlates and Relationship to Emotional Dysregulation","Müller LE, Schulz A, Andermann M, Gäbel A, Gescher DM, Spohn A, Herpertz SC, Bertsch K.","JAMA Psychiatry. 2015 Nov;72(11):1077-86. doi: 10.1001/jamapsychiatry.2015.1252.",2015,0,"Patients/Psychiatric/Borderline personality disorder",1,"27.7+-6.8, 30.2+-6.8, 27.9+-6.7",1,82,1,"EEG",60,"na","na","1000","250","easycap-M10","layout","5","2","Lead II","Right wrist, Left leg","unknown","1000","unknown","unknown","unknown","unknown","unknown","unknown","Common average","Common average","0.1","35",0,,"","","","","","Gratton-Coles blink detection, noisy epochs","All","na",3,1,"unknown","Primary","R-peak","455","595","unknown","unknown","Group/Condition Differences","Amplitude",1,1,"ANOVA",0,"","1","","","","","Age, sex, HR, BMI, Affective disorders, Anxiety",""
26376409,"10.1001/jamapsychiatry.2015.1252",,"","Cortical Representation of Afferent Bodily Signals in Borderline Personality Disorder: Neural Correlates and Relationship to Emotional Dysregulation","Müller LE, Schulz A, Andermann M, Gäbel A, Gescher DM, Spohn A, Herpertz SC, Bertsch K.","JAMA Psychiatry. 2015 Nov;72(11):1077-86. doi: 10.1001/jamapsychiatry.2015.1252.",2015,0,"Patients/Psychiatric/Borderline personality disorder",1,"27.7+-6.8, 30.2+-6.8, 27.9+-6.7",1,82,1,"EEG",60,"na","na","1000","250","easycap-M10","layout","5","2","Lead II","Right wrist, Left leg","unknown","1000","unknown","unknown","unknown","unknown","unknown","unknown","Common average","Common average","0.1","35",0,,"","","","","","Gratton-Coles blink detection, noisy epochs","Fz, Cz, Pz, Oz","na",2,1,"unknown","Primary","R-peak","455","595","unknown","unknown","Group/Condition Differences","Amplitude",0,1,"ANOVA, Non-parametric comparison",0,"","1","","","","","",""
26376409,"10.1001/jamapsychiatry.2015.1252",,"","Cortical Representation of Afferent Bodily Signals in Borderline Personality Disorder: Neural Correlates and Relationship to Emotional Dysregulation","Müller LE, Schulz A, Andermann M, Gäbel A, Gescher DM, Spohn A, Herpertz SC, Bertsch K.","JAMA Psychiatry. 2015 Nov;72(11):1077-86. doi: 10.1001/jamapsychiatry.2015.1252.",2015,0,"Patients/Psychiatric/Borderline personality disorder",1,"27.7+-6.8, 30.2+-6.8, 27.9+-6.7",1,82,1,"EEG",60,"na","na","1000","250","easycap-M10","layout","5","2","Lead II","Right wrist, Left leg","unknown","1000","unknown","unknown","unknown","unknown","unknown","unknown","Common average","Common average","0.1","35",0,,"","","","","","Gratton-Coles blink detection, noisy epochs","All","na",1,1,"unknown","Primary","R-peak","455","595","unknown","unknown","Correlation","Amplitude",1,1,"Correlation",0,"","1","","","","","",""
26318337,"10.1016/j.neuroscience.2015.08.046",0,"Not Related to HER","Multiple stages of information processing are modulated during acute bouts of exercise","Bullock T, Cecotti H, Giesbrecht B.","Neuroscience. 2015 Oct 29;307:138-50. doi: 10.1016/j.neuroscience.2015.08.046. Epub 2015 Aug 28.",2015,,"",,"",,,,"",,"","","","","","","","","","","","","","","","","","","","","","",,,"","","","","","","","",,,"","","","","","","","","",,,"",,"","","","","","","",""
26268858,"10.1111/psyp.12508",1,"Consider","Heartbeat-related EEG amplitude and phase modulations from wakefulness to deep sleep: Interactions with sleep spindles and slow oscillations","Lechinger J, Heib DP, Gruber W, Schabus M, Klimesch W.","Psychophysiology. 2015 Nov;52(11):1441-50. doi: 10.1111/psyp.12508. Epub 2015 Aug 13.",2015,0,"Sleep",0,"24.42+-2.59",0,22,1,"EEG",22,"na","na","250","unknown","standard19","Fp1, Fpz, Fp2, F7, F3, Fz, F4, F8, T3, C3, Cz, C4, T4, T5, P3, Pz, P4, T6, O1, Oz, O2, A1, A2",,"unknown","unknown","unknown","unknown","250","unknown","0.3","40","Semi-automatic","unknown","BrainVision Analyzer","FCz","Linked mastoids","0.3","40",0,,"","","","","","Manual removal of artifacts","F7, F3, Fz, F4, F8, C3, Cz, C4","na",1,6,"1000","Primary","R-peak","200","450","unknown","unknown","Group/Condition Differences","Peak-to-peak Amplitude",0,0,"ANOVA",0,"","1","","","","","ECG",""
26268858,"10.1111/psyp.12508",,"","Heartbeat-related EEG amplitude and phase modulations from wakefulness to deep sleep: Interactions with sleep spindles and slow oscillations","Lechinger J, Heib DP, Gruber W, Schabus M, Klimesch W.","Psychophysiology. 2015 Nov;52(11):1441-50. doi: 10.1111/psyp.12508. Epub 2015 Aug 13.",2015,0,"Sleep",0,"24.42+-2.59",0,22,1,"EEG",22,"na","na","250","unknown","standard19","Fp1, Fpz, Fp2, F7, F3, Fz, F4, F8, T3, C3, Cz, C4, T4, T5, P3, Pz, P4, T6, O1, Oz, O2, A1, A2",,"unknown","unknown","unknown","unknown","250","unknown","0.3","40","Semi-automatic","unknown","BrainVision Analyzer","FCz","Linked mastoids","0.3","40",0,,"","","","","","Manual removal of artifacts","F7, F3, Fz, F4, F8, C3, Cz, C4","na",1,2,"1000","Primary","R-peak","200","450","unknown","unknown","Group/Condition Differences","Peak-to-peak Amplitude",0,0,"t-test",0,"","1","","","","","ECG",""
26257624,"10.3389/fnhum.2015.00401",0,"Not Related to HER","Time course of EEG oscillations during repeated listening of a well-known aria","Jäncke L, Kühnis J, Rogenmoser L, Elmer S.","Front Hum Neurosci. 2015 Jul 20;9:401. doi: 10.3389/fnhum.2015.00401. eCollection 2015.",2015,,"",,"",,,,"",,"","","","","","","","","","","","","","","","","","","","","","",,,"","","","","","","","",,,"","","","","","","","","",,,"",,"","","","","","","",""
26255255,"10.1016/j.ijpsycho.2015.08.002",0,"Not Related to HER","Trials and intensity effects in single-trial ERP components and autonomic responses in a dishabituation paradigm with very long ISIs","MacDonald B, Barry RJ, Bonfield RC.","Int J Psychophysiol. 2015 Dec;98(3 Pt 1):394-412. doi: 10.1016/j.ijpsycho.2015.08.002. Epub 2015 Aug 5.",2015,,"",,"",,,,"",,"","","","","","","","","","","","","","","","","","","","","","",,,"","","","","","","","",,,"","","","","","","","","",,,"",,"","","","","","","",""
26189975,"10.1111/psyp.12498",0,"Not Related to HER","Conditioned and extinguished fear modulate functional corticocardiac coupling in humans","Panitz C, Hermann C, Mueller EM.","Psychophysiology. 2015 Oct;52(10):1351-60. doi: 10.1111/psyp.12498. Epub 2015 Jul 20.",2015,,"",,"",,,,"",,"","","","","","","","","","","","","","","","","","","","","","",,,"","","","","","","","",,,"","","","","","","","","",,,"",,"","","","","","","",""
26188392,"10.1016/j.autneu.2015.06.006",1,"Consider","Heart evoked potential triggers brain responses to natural affective scenes: A preliminary study","Couto B, Adolfi F, Velasquez M, Mesow M, Feinstein J, Canales-Johnson A, Mikulan E, Martínez-Pernía D, Bekinschtein T, Sigman M, Manes F, Ibanez A.","Auton Neurosci. 2015 Dec;193:132-7. doi: 10.1016/j.autneu.2015.06.006. Epub 2015 Jul 3.",2015,0,"Manipulation/Emotion induction",0,"41.3+-14.95",1,10,0,"EEG",128,"na","na","2048","512","biosemi128","layout",,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","Automatic","Derivative sign","Peakfinder","Linked mastoids","Common average","0.3","50",1,1,"Eye Movements","","","","","","C27, C28, C29, C17, C18, C19, C14, C15, C16","na",1,2,"unknown","Primary","R-peak","200","400","unknown","unknown","Group/Condition Differences","Amplitude",0,0,"t-test",1,"5000","1","C27, C28, C29, C17, C18, C19, C14, C15, C16","R-peak","216","572","",""
