"PMID","DOI","include","comment","title","authors","citation","year","preregistration","topic","patients","age_range","new_data","sample_size","setting","modality","meeg_num_electrodes","meg_num_grad","meg_num_mag","meeg_sfreq_orig","meeg_sfreq_final","meeg_layout","eeg_locations","length_min","ecg_num_electrodes","ecg_lead","ecg_locations","ecg_ground","ecg_sfreq_orig","ecg_sfreq_final","ecg_high_pass","ecg_low_pass","ecg_event_approach","ecg_event_method","ecg_event_toolbox","reference_online","reference_offline","high_pass","low_pass","ICA","ica_on_epochs","rejected_components","rejected_cardiac_ics","cfa_rej_approach","cfa_rej_criteria","other_cfa_removal_strategy","other_cleaning_strategy","hep_eeg_channels_selected","hep_meg_channels_selected","groups","conditions","trials","hep_window_type","hep_relative_to","hep_start","hep_end","baseline_start_ms","baseline_end_ms","hypothesis","value","averaging_channels","averaging_time","statistics","clustering","permutations","significant_test","significant_eeg_channels","significant_relative_to","significant_start_ms","significant_end_ms","controls","trial_estimation"
37888955,"10.7554/eLife.75352",,"","Conscious processing of global and local auditory irregularities causes differentiated heartbeat-evoked responses","Candia-Rivera D, Raimondo F, Pérez P, Naccache L, Tallon-Baudry C, Sitt JD.","Elife. 2023 Oct 27;12:e75352. doi: 10.7554/eLife.75352.",2023,0,"Patients/Disorders of consciousness/Minimally conscious state (MCS), Patients/Disorders of consciousness/Unresponsive wakefulness syndrome (UWS), Perception/Exteroception/Auditory, Cognitive processes/Prediction/Deviant",1,"unknown",1,86,0,"EEG",256,"na","na","250","unknown","GSN-HydroCel-257","layout",,"0","none","none","none","none","250","1","25","Semi-automatic","unknown","unknown","Cz","Common average","1","25",1,0,"unknown","","","","RR at least 500 ms","Noisy epochs, Bad Channels","AF4, F2, F4, F6, FC2, FC4, FC6, C2, C4, C6, CP2, CP4, CP6, Pz, P2, P4, P6, P8, TP7, P7, P5, POz, PO4, PO7, PO8, AF3, F3, F1, FC3, Oz, O2","na",2,1,"[est170]","Secondary","R-peak","112","412","unknown","unknown","Group/Condition Differences","Amplitude",1,1,"Classification",0,"","none","","","","","","est number of trials for a condition = 2blocks*200000/(850+1500)"
37888955,"10.7554/eLife.75352",,"","Conscious processing of global and local auditory irregularities causes differentiated heartbeat-evoked responses","Candia-Rivera D, Raimondo F, Pérez P, Naccache L, Tallon-Baudry C, Sitt JD.","Elife. 2023 Oct 27;12:e75352. doi: 10.7554/eLife.75352.",2023,0,"Patients/Disorders of consciousness/Minimally conscious state (MCS), Patients/Disorders of consciousness/Unresponsive wakefulness syndrome (UWS), Perception/Exteroception/Auditory, Cognitive processes/Prediction/Deviant",1,"unknown",1,86,1,"EEG",256,"na","na","250","unknown","GSN-HydroCel-257","layout",,"0","none","none","none","none","250","1","25","Semi-automatic","unknown","unknown","Cz","Common average","1","25",1,0,"unknown","","","","RR at least 500 ms","Noisy epochs, Bad Channels","Fp1, Fpz, Fp2, AF7, AF3, AFz, AF4, AF8, F7, F5, F3, F1, Fz, F2, F4, F6, F8, FT7, FC5, FC3, FC1, FCz, FC2, FC4, FC6, FT8, T7, C5, C3, C1, Cz, C2, C4, C6, T8, TP7, CP5, CP3, CP1, CPz, CP2, CP4, CP6, TP8, P7, P5, P3, P1, Pz, P2, P4, P6, P8, PO7, PO3, POz, PO4, PO8, O1, Oz, O2, Iz","na",2,1,"[est170]","Primary","R-peak","0","500","unknown","unknown","Group/Condition Differences","Amplitude",0,0,"Non-parametric comparison",1,"10000","1","P5, P3, PO7, PO3","R-peak","210","260","","est number of trials for a condition = 2blocks*200000/(850+1500)"
37775030,"10.1016/j.biopsycho.2023.108698",1,"Consider","Elevated EEG heartbeat-evoked potentials in adolescents with more ADHD symptoms","Rapp L, Mai-Lippold SA, Georgiou E, Pollatos O.","Biol Psychol. 2023 Nov;184:108698. doi: 10.1016/j.biopsycho.2023.108698. Epub 2023 Sep 28.",2023,0,"Perception/Interoception/Cardiac, Patients/Neurological/Neurodevelopmental/Attention deficit hyperactivity disorder (ADHD), Perception/Exteroception/Visual/Emotion recognition, Age group/Adolescents",1,"14.29+-1.53",1,47,0,"EEG",62,"na","na","1000","unknown","easycap-M10","layout",,"2","Unclassified","Right clavicle, Left chest","unknown","1000","unknown","unknown","unknown","Semi-automatic","unknown","unknown","Cz","unknown","0.05","20",1,1,"CFA, Eye movements, Blinks","3","Manual","Topography, Power spectrum, Time course","limit analysis to time of minimal artifact","Noisy epochs","All","na",1,1,"452+-100","Primary","R-peak","360","500","-200","0","Correlation","Amplitude",1,1,"ANOVA",0,"","1","","","","","Correlation HEP-ECG",""
37775030,"10.1016/j.biopsycho.2023.108698",,"","Elevated EEG heartbeat-evoked potentials in adolescents with more ADHD symptoms","Rapp L, Mai-Lippold SA, Georgiou E, Pollatos O.","Biol Psychol. 2023 Nov;184:108698. doi: 10.1016/j.biopsycho.2023.108698. Epub 2023 Sep 28.",2023,0,"Perception/Interoception/Cardiac, Patients/Neurological/Neurodevelopmental/Attention deficit hyperactivity disorder (ADHD), Perception/Exteroception/Visual/Emotion recognition, Age group/Adolescents",1,"14.29+-1.53",1,47,0,"EEG",62,"na","na","1000","unknown","easycap-M10","layout",,"2","Unclassified","Right clavicle, Left chest","unknown","1000","unknown","unknown","unknown","Semi-automatic","unknown","unknown","Cz","unknown","0.05","20",1,1,"CFA, Eye movements, Blinks","3","Manual","Topography, Power spectrum, Time course","limit analysis to time of minimal artifact","Noisy epochs","All","na",1,1,"452+-100","Primary","R-peak","360","500","-200","0","Correlation","Amplitude",1,1,"Regression",0,"","1","","","","","Correlation HEP-ECG",""
37752179,"10.1038/s41467-023-41711-x",0,"Not Related to HER","Ictogenesis proceeds through discrete phases in hippocampal CA1 seizures in mice","Mueller JS, Tescarollo FC, Huynh T, Brenner DA, Valdivia DJ, Olagbegi K, Sangappa S, Chen SC, Sun H.","Nat Commun. 2023 Sep 26;14(1):6010. doi: 10.1038/s41467-023-41711-x.",2023,,"",,"",,,,"",,"","","","","","","","","","","","","","","","","","","","","","",,,"","","","","","","","",,,"","","","","","","","","",,,"",,"","","","","","","",""
37652352,"10.1016/j.neulet.2023.137466",1,"Consider","Reduced concentration performance and heartbeat-evoked potential in individuals with a history of a SARS-CoV-2 infection","Kamp SM, Buntić N, Amtmann J, Scharpf A, Schönen A, Wagner L, Schulz A.","Neurosci Lett. 2023 Sep 25;814:137466. doi: 10.1016/j.neulet.2023.137466. Epub 2023 Aug 29.",2023,0,"SARS-CoV-2, Perception/Exteroception/Visual/Oddball, Evoked responses/P300",0,"25.45+-9.3, 24.33+-4.8",1,46,1,"EEG",32,"na","na","500","unknown","standard32","Fp1, Fp2, F7, F3, Fz, F4, F8, FC5, FC1, FCz, FC2, FC6, T7, C3, Cz, C4, T8, CP5, CP1, CP2, CP6, P7, P3, Pz, P4, P8, O1, O2","5","2","Lead II","Right wrist, Left Leg","Az","500","unknown","unknown","unknown","Semi-automatic","unknown","BrainVision Analyzer","FCz","Linked mastoids","20","125",1,1,"Blinks, Eye movements","","","","limit analysis to time of minimal artifact","Noisy Epochs","Cz, CP1, CP2, Pz","na",2,1,"[est300]","Primary","R-peak","450","700","unknown","unknown","Group/Condition Differences","Amplitude",0,0,"ANOVA",1,"10000","1","Cz, CP1, CP2, Pz","R-peak","560","620","Control time window","est number of trials = rest recording length (5 min) * 60 bpm"
37597447,"10.1016/j.dcn.2023.101289",0,"Not Related to HER","The development of the relationship between auditory and visual neural sensitivity and autonomic arousal from 6 m to 12 m","Daubney K, Suata Z, Marriott Haresign I, Thomas M, Kushnerenko E, Wass SV.","Dev Cogn Neurosci. 2023 Oct;63:101289. doi: 10.1016/j.dcn.2023.101289. Epub 2023 Aug 9.",2023,,"",,"",,,,"",,"","","","","","","","","","","","","","","","","","","","","","",,,"","","","","","","","",,,"","","","","","","","","",,,"",,"","","","","","","",""
37496524,"10.1590/1980-5764-DN-2022-0082",0,"Not Related to HER","Effect of aerobic exercise training on EEG: event-related potential and neuropsychological functions in depressed elderly with mild cognitive impairment","Khan Z, Saif A, Chaudhry N, Parveen A.","Dement Neuropsychol. 2023 Jul 17;17:e20220082. doi: 10.1590/1980-5764-DN-2022-0082. eCollection 2023.",2023,,"",,"",,,,"",,"","","","","","","","","","","","","","","","","","","","","","",,,"","","","","","","","",,,"","","","","","","","","",,,"",,"","","","","","","",""
37490801,"10.1016/j.biopsycho.2023.108637",1,"Consider","Modulation of heartbeat-evoked potential and cardiac cycle effect by auditory stimuli","Tanaka Y, Ito Y, Terasawa Y, Umeda S.","Biol Psychol. 2023 Sep;182:108637. doi: 10.1016/j.biopsycho.2023.108637. Epub 2023 Jul 23.",2023,0,"Perception/Exteroception/Auditory/Oddball, Physiology/Cardiac cycle phase, Evoked responses/P300, Methodology/Heartbeat-stimulus synchronicity",0,"21.39+-2.06",1,28,0,"EEG",64,"na","na","500","250","GSN-HydroCel-65","layout",,"2","Unclassified","Right wrist, Right leg","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","Cz","Common average","0.1","30",1,0,"Eye movements, Muscle, CFA, Line noise, Channel noise","","Automatic","ICLabel","","","Fz","na",1,3,"450","Primary","R-peak","0","600","unknown","unknown","Group/Condition Differences","Amplitude",0,0,"F-test",0,"5000","1","Fz","R-peak","40","600","HR, ECG",""
37455508,"10.3988/jcn.2022.0415",1,"Consider","Reduced Heartbeat-Evoked Responses in a Near-Death Case Report","Candia-Rivera D, Machado C.","J Clin Neurol. 2023 Nov;19(6):581-588. doi: 10.3988/jcn.2022.0415. Epub 2023 Jun 1.",2023,0,"Patients/Cardiovascular/Ventricular fibrillation, Patients/Case report",1,"66",1,1,1,"EEG",19,"na","na","200","unknown","standard19","layout","19","1","Unclassified","unknown","unknown","unknown","unknown","unknown","unknown","Semi-automatic","unknown","unknown","unknown","Common average","1","45",1,0,"Eye movements, muscle, CFA","","unknown","unknown","RR at least 500 ms","Noisy epochs","All","na",1,19,"[est60]","Primary","R-peak","-100","500","unknown","unknown","Group/Condition Differences","Amplitude",0,0,"none",0,"","none","","","","","","est number of trials = 60 bpm because 1 minute intervals were used for analysis"
37421217,"10.1111/psyp.14386",1,"Consider","Cardiac interoception in infants: Behavioral and neurophysiological measures in various emotional and self-related contexts","Weijs ML, Daum MM, Lenggenhager B.","Psychophysiology. 2023 Dec;60(12):e14386. doi: 10.1111/psyp.14386. Epub 2023 Jul 8.",2023,0,"Methodology/Heartbeat-stimulus synchronicity, Perception/Exteroception/Visual/Self-recognition, Perception/Exteroception/Visual/Emotion recognition, Age group/Infants",0,"0.52+-0.05",1,22,0,"EEG",128,"na","na","500","unknown","GSN-HydroCel-129","layout",,"2","Lead II","Left chest, Right clavicle","unknown","500","unknown","unknown","unknown","Semi-automatic","deCarvalho2002","HEPLAB","Cz","Common average","0.3","30",0,,"","","","","RR at least 350 ms","Bad Channels, Noisy epochs","All except E43, E48, E49, E56, E63, E68, E73, E81, E88, E94, E99, E107, E113, E119, E120, E125, E126, E127, E128","na",1,2,"55+-26","Primary","R-peak","-100","350","none","none","Group/Condition Differences","Amplitude",0,0,"t-test",1,"1000","0","","","","","",""
37421217,"10.1111/psyp.14386",,"","Cardiac interoception in infants: Behavioral and neurophysiological measures in various emotional and self-related contexts","Weijs ML, Daum MM, Lenggenhager B.","Psychophysiology. 2023 Dec;60(12):e14386. doi: 10.1111/psyp.14386. Epub 2023 Jul 8.",2023,0,"Methodology/Heartbeat-stimulus synchronicity, Perception/Exteroception/Visual/Self-recognition, Perception/Exteroception/Visual/Emotion recognition, Age group/Infants",0,"0.52+-0.05",1,22,0,"EEG",128,"na","na","500","unknown","GSN-HydroCel-129","layout",,"2","Lead II","Left chest, Right clavicle","unknown","500","unknown","unknown","unknown","Semi-automatic","deCarvalho2002","HEPLAB","Cz","Common average","0.3","30",0,,"","","","","RR at least 350 ms","Bad Channels, Noisy epochs","All except E43, E48, E49, E56, E63, E68, E73, E81, E88, E94, E99, E107, E113, E119, E120, E125, E126, E127, E128","na",1,1,"258","Primary","R-peak","-100","350","none","none","Correlation","Amplitude",1,0,"Correlation",0,"","0","","","","","",""
37405324,"10.3389/fnhum.2023.1008490",1,"Consider","Increased neurocardiological interplay after mindfulness meditation: a brain oscillation-based approach","Gao J, Sun R, Leung HK, Roberts A, Wu BWY, Tsang EW, Tang ACW, Sik HH.","Front Hum Neurosci. 2023 Jun 19;17:1008490. doi: 10.3389/fnhum.2023.1008490. eCollection 2023.",2023,0,"Manipulation/Meditation/Mindfulness meditation",0,"35.7",1,11,0,"EEG",128,"na","na","1000","unknown","QuikCap_NSL_128","layout","10","2","Lead I","Right clavicle, Left clavicle","unknown","unknown","unknown","unknown","unknown","unknown","Niazy2005","FMRIB","left mastoid","linked mastoids","unknown","unknown",1,0,"CFA, Eye movements, Blinks","","unknown","unknown","","","All","na",1,2,"[est600]","Primary","R-peak","-200","600","unknown","unknown","Group/Condition Differences","Amplitude",0,0,"t-test",0,"","0","","","","","","est number of trials = rest recording length (10 min) * 60 bpm"
37398268,"10.1101/2023.06.09.23291166",0,"Preprint","Heartbeat-evoked neural response abnormalities in generalized anxiety disorder during peripheral adrenergic stimulation","Verdonk C, Teed AR, White EJ, Ren X, Stewart JL, Paulus MP, Khalsa SS.","medRxiv [Preprint]. 2023 Dec 22:2023.06.09.23291166. doi: 10.1101/2023.06.09.23291166.",2023,,"",,"",,,,"",,"","","","","","","","","","","","","","","","","","","","","","",,,"","","","","","","","",,,"","","","","","","","","",,,"",,"","","","","","","",""
37398268,"10.1101/2023.06.09.23291166",,"","Heartbeat-evoked neural response abnormalities in generalized anxiety disorder during peripheral adrenergic stimulation","Verdonk C, Teed AR, White EJ, Ren X, Stewart JL, Paulus MP, Khalsa SS.","medRxiv [Preprint]. 2023 Dec 22:2023.06.09.23291166. doi: 10.1101/2023.06.09.23291166.",2023,,"",,"",,,,"",,"","","","","","","","","","","","","","","","","","","","","","",,,"","","","","","","","",,,"","","","","","","","","",,,"",,"","","","","","","",""
37398268,"10.1101/2023.06.09.23291166",,"","Heartbeat-evoked neural response abnormalities in generalized anxiety disorder during peripheral adrenergic stimulation","Verdonk C, Teed AR, White EJ, Ren X, Stewart JL, Paulus MP, Khalsa SS.","medRxiv [Preprint]. 2023 Dec 22:2023.06.09.23291166. doi: 10.1101/2023.06.09.23291166.",2023,,"",,"",,,,"",,"","","","","","","","","","","","","","","","","","","","","","",,,"","","","","","","","",,,"","","","","","","","","",,,"",,"","","","","","","",""
37382151,"10.1111/ejn.16079",1,"Consider","Multidimensional assessment of heartbeat-evoked responses in disorders of consciousness","Candia-Rivera D, Machado C.","Eur J Neurosci. 2023 Aug;58(4):3098-3110. doi: 10.1111/ejn.16079. Epub 2023 Jun 29.",2023,0,"Patients/Disorders of consciousness/Coma, Patients/Disorders of consciousness/Minimally conscious state (MCS), Patients/Disorders of consciousness/Unresponsive wakefulness syndrome (UWS), Patients/Neurological/Brain death, Patients/Neurological/Locked-in syndrome",1,"16-78",1,29,1,"EEG",19,"na","na","200","unknown","standard19","Fp1, Fp2, F3, F4, C3, C4, P3, P4, O1, O2, F7, F8, T3, T4, T5, T6, Fz, Cz, Pz","5","2","Unclassified","Sternum, V2, V5","unknown","unknown","unknown","unknown","unknown","Semi-automatic","unknown","unknown","Linked earlobes","Common average","1","45",1,0,"Eye movements, CFA","","Manual","unknown","RR at least 400 ms","Noisy Epochs","All","na",6,1,"[est300]","Primary","R-peak","200","400","unknown","unknown","Group/Condition Differences","Amplitude",0,1,"Non-parametric comparison",0,"10000","1","","","","","Surrogate heartbeats","est number of trials = rest recording length (5 min) * 60 bpm"
37382151,"10.1111/ejn.16079",,"","Multidimensional assessment of heartbeat-evoked responses in disorders of consciousness","Candia-Rivera D, Machado C.","Eur J Neurosci. 2023 Aug;58(4):3098-3110. doi: 10.1111/ejn.16079. Epub 2023 Jun 29.",2023,0,"Patients/Disorders of consciousness/Coma, Patients/Disorders of consciousness/Minimally conscious state (MCS), Patients/Disorders of consciousness/Unresponsive wakefulness syndrome (UWS), Patients/Neurological/Brain death, Patients/Neurological/Locked-in syndrome",1,"16-78",1,29,1,"EEG",19,"na","na","200","unknown","standard19","Fp1, Fp2, F3, F4, C3, C4, P3, P4, O1, O2, F7, F8, T3, T4, T5, T6, Fz, Cz, Pz","5","2","Unclassified","Sternum, V2, V5","unknown","unknown","unknown","unknown","unknown","Semi-automatic","unknown","unknown","Linked earlobes","Common average","1","45",1,0,"Eye movements, CFA","","Manual","unknown","RR at least 400 ms","Noisy Epochs","All","na",6,1,"[est300]","Primary","R-peak","200","400","unknown","unknown","Group/Condition Differences","Lempel-Ziv complexity",0,0,"Non-parametric comparison",0,"10000","1","","","","","Surrogate heartbeats","est number of trials = rest recording length (5 min) * 60 bpm"
37382151,"10.1111/ejn.16079",,"","Multidimensional assessment of heartbeat-evoked responses in disorders of consciousness","Candia-Rivera D, Machado C.","Eur J Neurosci. 2023 Aug;58(4):3098-3110. doi: 10.1111/ejn.16079. Epub 2023 Jun 29.",2023,0,"Patients/Disorders of consciousness/Coma, Patients/Disorders of consciousness/Minimally conscious state (MCS), Patients/Disorders of consciousness/Unresponsive wakefulness syndrome (UWS), Patients/Neurological/Brain death, Patients/Neurological/Locked-in syndrome",1,"16-78",1,29,1,"EEG",19,"na","na","200","unknown","standard19","Fp1, Fp2, F3, F4, C3, C4, P3, P4, O1, O2, F7, F8, T3, T4, T5, T6, Fz, Cz, Pz","5","2","Unclassified","Sternum, V2, V5","unknown","unknown","unknown","unknown","unknown","Semi-automatic","unknown","unknown","Linked earlobes","Common average","1","45",1,0,"Eye movements, CFA","","Manual","unknown","RR at least 400 ms","Noisy Epochs","All","na",6,1,"[est300]","Primary","R-peak","200","400","unknown","unknown","Group/Condition Differences","Segregation-Integration index",0,0,"Non-parametric comparison",0,"10000","1","","","","","Surrogate heartbeats","est number of trials = rest recording length (5 min) * 60 bpm"
37382151,"10.1111/ejn.16079",,"","Multidimensional assessment of heartbeat-evoked responses in disorders of consciousness","Candia-Rivera D, Machado C.","Eur J Neurosci. 2023 Aug;58(4):3098-3110. doi: 10.1111/ejn.16079. Epub 2023 Jun 29.",2023,0,"Patients/Disorders of consciousness/Coma, Patients/Disorders of consciousness/Minimally conscious state (MCS), Patients/Disorders of consciousness/Unresponsive wakefulness syndrome (UWS), Patients/Neurological/Brain death, Patients/Neurological/Locked-in syndrome",1,"16-78",1,29,1,"EEG",19,"na","na","200","unknown","standard19","Fp1, Fp2, F3, F4, C3, C4, P3, P4, O1, O2, F7, F8, T3, T4, T5, T6, Fz, Cz, Pz","5","2","Unclassified","Sternum, V2, V5","unknown","unknown","unknown","unknown","unknown","Semi-automatic","unknown","unknown","Linked earlobes","Common average","1","45",1,0,"Eye movements, CFA","","Manual","unknown","RR at least 400 ms","Noisy Epochs","All","na",6,1,"[est300]","Primary","R-peak","100","400","unknown","unknown","Group/Condition Differences","Wavelet entropy",0,1,"Non-parametric comparison",0,"10000","1","","","","","Surrogate heartbeats","est number of trials = rest recording length (5 min) * 60 bpm"
37271351,"10.1016/j.jpain.2023.05.016",0,"Not Related to HER","No Evidence That Working Memory Modulates the Plasticity of the Nociceptive System, as Measured by Secondary Mechanical Hypersensitivity","Meyers E, Alves M, Teugels A, Torta DM.","J Pain. 2023 Nov;24(11):1931-1945. doi: 10.1016/j.jpain.2023.05.016. Epub 2023 Jun 2.",2023,,"",,"",,,,"",,"","","","","","","","","","","","","","","","","","","","","","",,,"","","","","","","","",,,"","","","","","","","","",,,"",,"","","","","","","",""
37245560,"10.1016/j.neuroimage.2023.120200",1,"Consider","Allostatic-interoceptive anticipation of social rejection","Migeot J, Hesse E, Fittipaldi S, Mejía J, Fraile M, García AM, García MDC, Ortega R, Lawlor B, Lopez V, Ibáñez A.","Neuroimage. 2023 Aug 1;276:120200. doi: 10.1016/j.neuroimage.2023.120200. Epub 2023 May 26.",2023,0,"Cognitive processes/Prediction, Perception/Social/Rejection, Age group/Adolescents",0,"12.96+-3.52",1,57,0,"EEG",64,"na","na","2048","512","standard61","Fp1, Fp2, F7, F3, Fz, F4, F8, T7, C3, Cz, C4, T8, P7, P3, Pz, P4, P8, O1, O2, Fpz, FC5, FC1, FC2, FC6, CP5, CP1, CP2, CP6, Oz, AF7, AF3, AFz, AF4, AF8, F5, F1, F2, F6, FT7, FC3, FCz, FC4, FT8, C5, C1, C2, C6, TP7, CP3, CPz, CP4, TP8, P5, P1, P2, P6, PO7, PO3, POz, PO4, PO8",,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","Linked mastoids","Common average","0.1","40",1,0,"Eye movements, CFA, Blinks","","unknown","unknown","limit analysis to time of minimal artifact","Bad channels","Fp1, AF7, AF3, F7, F5, F3, FT7, FC5, FC3, Fpz, AFz, F1, Fz, F2, FC1, FCz, FC2, Fp2, AF4, AF8, F4, F6, F8, FC4, FC6, FT8","na",1,2,"[est88]","Primary","R-peak","200","600","-200","0","Group/Condition Differences","Amplitude",1,0,"unknown",0,"5000","1","Fp1, AF7, AF3, F7, F5, F3, FT7, FC5, FC3","R-peak","350","500","","est number of trials = minimal percent of trials per condition x 2 sec per trial"
37239303,"10.3390/brainsci13050832",0,"Review","Brain State Relays Self-Processing and Heartbeat-Evoked Cortical Responses","Huang Y, Xie M, Liu Y, Zhang X, Jiang L, Bao H, Qin P, Han J.","Brain Sci. 2023 May 21;13(5):832. doi: 10.3390/brainsci13050832.",2023,,"",,"",,,,"",,"","","","","","","","","","","","","","","","","","","","","","",,,"","","","","","","","",,,"","","","","","","","","",,,"",,"","","","","","","",""
37230745,"10.1136/jnnp-2022-330167",1,"Consider","Changes in the heartbeat-evoked potential are associated with functional seizures","Elkommos S, Martin-Lopez D, Koreki A, Jolliffe C, Kandasamy R, Mula M, Critchley HD, Edwards MJ, Garfinkel S, Richardson MP, Yogarajah M.","J Neurol Neurosurg Psychiatry. 2023 Sep;94(9):769-775. doi: 10.1136/jnnp-2022-330167. Epub 2023 May 25.",2023,0,"Patients/Neurological/Functional (dissociative) seizures, Patients/Neurological/Epilepsy",1,"39.8+-10.7",1,19,0,"EEG",32,"na","na","256","256","standard32","layout","5","2","Lead I","Right clavicle, Left clavicle","unknown","unknown","unknown","unknown","unknown","Automatic","Librow","Librow","[Cz-Pz]","Linked earlobes","0.3","30",1,0,"unknown","","","","RR at least 700 ms","Noisy epochs","F7, F3, Fz, F4, F8, T7, C3, Cz, C4, T8","na",1,2,"200","Primary","R-peak","455","595","unknown","unknown","Group/Condition Differences","Amplitude",0,1,"Non-parametric comparison",0,"","0","","","","","ECG, HR, sex",""
37230745,"10.1136/jnnp-2022-330167",,"","Changes in the heartbeat-evoked potential are associated with functional seizures","Elkommos S, Martin-Lopez D, Koreki A, Jolliffe C, Kandasamy R, Mula M, Critchley HD, Edwards MJ, Garfinkel S, Richardson MP, Yogarajah M.","J Neurol Neurosurg Psychiatry. 2023 Sep;94(9):769-775. doi: 10.1136/jnnp-2022-330167. Epub 2023 May 25.",2023,0,"Patients/Neurological/Functional (dissociative) seizures, Patients/Neurological/Epilepsy",1,"39.8+-10.7",1,25,0,"EEG",32,"na","na","256","256","standard32","layout","5","2","Lead I","Right clavicle, Left clavicle","unknown","unknown","unknown","unknown","unknown","Automatic","Librow","Librow","[Cz-Pz]","Linked earlobes","0.3","30",1,0,"unknown","","","","RR at least 700 ms","Noisy epochs","F7, F3, Fz, F4, F8, T7, C3, Cz, C4, T8","na",1,2,"200","Primary","R-peak","455","595","unknown","unknown","Group/Condition Differences","Amplitude",0,1,"Non-parametric comparison",0,"","1","","","","","ECG, HR, sex",""
37230745,"10.1136/jnnp-2022-330167",,"","Changes in the heartbeat-evoked potential are associated with functional seizures","Elkommos S, Martin-Lopez D, Koreki A, Jolliffe C, Kandasamy R, Mula M, Critchley HD, Edwards MJ, Garfinkel S, Richardson MP, Yogarajah M.","J Neurol Neurosurg Psychiatry. 2023 Sep;94(9):769-775. doi: 10.1136/jnnp-2022-330167. Epub 2023 May 25.",2023,0,"Patients/Neurological/Functional (dissociative) seizures, Patients/Neurological/Epilepsy",1,"39.8+-10.7, 36.1+-9.4",1,44,0,"EEG",32,"na","na","256","256","standard32","layout","5","2","Lead I","Right clavicle, Left clavicle","unknown","unknown","unknown","unknown","unknown","Automatic","Librow","Librow","[Cz-Pz]","Linked earlobes","0.3","30",1,0,"unknown","","","","RR at least 700 ms","Noisy epochs","F7, F3, Fz, F4, F8, T7, C3, Cz, C4, T8","na",2,1,"200","Primary","R-peak","455","595","unknown","unknown","Group/Condition Differences","Amplitude",0,1,"Non-parametric comparison",0,"","1","","","","","ECG, HR, sex",""
37230745,"10.1136/jnnp-2022-330167",,"","Changes in the heartbeat-evoked potential are associated with functional seizures","Elkommos S, Martin-Lopez D, Koreki A, Jolliffe C, Kandasamy R, Mula M, Critchley HD, Edwards MJ, Garfinkel S, Richardson MP, Yogarajah M.","J Neurol Neurosurg Psychiatry. 2023 Sep;94(9):769-775. doi: 10.1136/jnnp-2022-330167. Epub 2023 May 25.",2023,0,"Patients/Neurological/Functional (dissociative) seizures, Patients/Neurological/Epilepsy",1,"39.8+-10.7, 36.1+-9.4",1,44,0,"EEG",32,"na","na","256","256","standard32","layout","5","2","Lead I","Right clavicle, Left clavicle","unknown","unknown","unknown","unknown","unknown","Automatic","Librow","Librow","[Cz-Pz]","Linked earlobes","0.3","30",1,0,"unknown","","","","RR at least 700 ms","Noisy epochs","F7, F3, Fz, F4, F8, T7, C3, Cz, C4, T8","na",1,1,"400","Primary","R-peak","455","595","unknown","unknown","Correlation","Amplitude",0,1,"Correlation",0,"","0","","","","","ECG, HR, sex",""
37205396,"10.1101/2023.05.05.539593",0,"Preprint","Non-invasive neuromodulation of sub-regions of the human insula differentially affect pain processing and heart-rate variability","Legon W, Strohman A, In A, Stebbins K, Payne B.","bioRxiv [Preprint]. 2023 May 5:2023.05.05.539593. doi: 10.1101/2023.05.05.539593.",2023,,"",,"",,,,"",,"","","","","","","","","","","","","","","","","","","","","","",,,"","","","","","","","",,,"","","","","","","","","",,,"",,"","","","","","","",""
37141936,"10.1016/j.brs.2023.04.023",0,"Not Related to HER","Towards optimizing single pulse electrical stimulation: High current intensity, short pulse width stimulation most effectively elicits evoked potentials","Hays MA, Kamali G, Koubeissi MZ, Sarma SV, Crone NE, Smith RJ, Kang JY.","Brain Stimul. 2023 May-Jun;16(3):772-782. doi: 10.1016/j.brs.2023.04.023. Epub 2023 May 2.",2023,,"",,"",,,,"",,"","","","","","","","","","","","","","","","","","","","","","",,,"","","","","","","","",,,"","","","","","","","","",,,"",,"","","","","","","",""
37078023,"10.3389/fphys.2023.1144073",1,"Consider","Enhanced external counterpulsation modulates the heartbeat evoked potential","Liu H, Liang H, Yu X, Wang G, Han Y, Yan M, Li S, Wang W.","Front Physiol. 2023 Apr 3;14:1144073. doi: 10.3389/fphys.2023.1144073. eCollection 2023.",2023,1,"Manipulation/Cardiac/Enhanced external counterpulsation",0,"22.7+-2.1, 23.6+-2.5",1,40,0,"EEG",1,"na","na","2000","unknown","standard19","Fpz","80","2","Lead II","Right clavicle, Left abdomen","Right abdomen","2000","unknown","unknown","unknown","Semi-automatic","unknown","AcqKnowledge","Linked mastoids","Linked mastoids","0.05","100",1,0,"CFA, Eye movements, Muscle","","Automatic","Power Spectrum","","Noisy Epochs","Fpz","na",1,1,"80","Secondary","T-peak","354","387","-100","0","Correlation","Amplitude",0,1,"Correlation",0,"","0","","","","","ECG",""
